end_station_name,return_count_dry,return_count_rainy,return_share_dry,return_share_rainy,total_return_count,rainy_minus_dry_share,rainy_dry_share_ratio,end_lat,end_lng
Kedzie Ave & Harrison St,97.0,23.0,3.0337813112816005e-05,2.068012433250403e-05,120.0,-9.657688780311974e-06,0.6816721621772249,41.87359967462,-87.7048707493
Lawler Ave & North Ave,100.0,24.0,3.127609599259382e-05,2.1579260173047685e-05,124.0,-9.696835819546136e-06,0.6899700719708033,41.90917540000001,-87.7522545
MLK Jr Dr & 63rd St,146.0,40.0,4.566310014918698e-05,3.596543362174614e-05,186.0,-9.697666527440837e-06,0.7876304034075333,41.78008063659,-87.6159428567
Damen Ave & Cullerton St,1874.0,641.0,0.0005861140389012082,0.0005763460737884819,2515.0,-9.767965112726326e-06,0.9833343892164269,41.854966518753926,-87.67569959163664
Clark/Racine,155.0,43.0,4.847794878852042e-05,3.86628411433771e-05,198.0,-9.815107645143321e-06,0.7975387690859441,41.95049999999999,-87.65930000000002
Clinton St & Lake St,13408.0,4653.0,0.004193498950686979,0.00418367906604962,18061.0,-9.819884637359347e-06,0.9976583081548026,41.885637,-87.641823
Warren Park East,693.0,230.0,0.00021674334522867516,0.0002068012433250403,923.0,-9.94210190363487e-06,0.9541298210426413,42.00454962194,-87.68066614509999
Rainbow Beach,101.0,24.0,3.158885695251976e-05,2.1579260173047685e-05,125.0,-1.0009596779472074e-05,0.6831389013721487,41.75787096522547,-87.54917675279042
Clark St & Washington St,124.0,32.0,3.878235903081634e-05,2.877234689739691e-05,156.0,-1.0010012133419426e-05,0.7418992995045708,41.88301,-87.63100000000001
Kilbourn Ave & Roscoe St,285.0,88.0,8.913687357889239e-05,7.912395396784151e-05,373.0,-1.0012919611050882e-05,0.8876693013975834,41.942722,-87.739557
Grace/Sheffield,130.0,34.0,4.065892479037197e-05,3.057061857848422e-05,164.0,-1.0088306211887751e-05,0.7518857630972156,41.95120000000001,-87.6546
Baltimore Ave & 87th St,64.0,11.0,2.0016701435260044e-05,9.890494245980189e-06,75.0,-1.0126207189279855e-05,0.49413736526996477,41.73733560041666,-87.54851460456847
Halsted St & Clybourn Ave,12561.0,4358.0,0.0039285904176297095,0.003918433993089242,16919.0,-1.0156424540467765e-05,0.9974147414529059,41.909668,-87.648128
Sedgwick St & North Ave*,76.0,15.0,2.3769832954371305e-05,1.3487037608154802e-05,91.0,-1.0282795346216503e-05,0.5674196454977165,41.910983,-87.638525
Sacramento Ave & 25th St,65.0,11.0,2.0329462395185985e-05,9.890494245980189e-06,76.0,-1.0438968149205796e-05,0.4865356258853404,41.846506,-87.700139
Central Ave & Altgeld St,180.0,51.0,5.6296972786668877e-05,4.585592786772633e-05,231.0,-1.0441044918942545e-05,0.8145395934857722,41.9258119,-87.7663685
Central Park Ave & Ohio St,114.0,28.0,3.5654749431556954e-05,2.5175803535222296e-05,142.0,-1.0478945896334658e-05,0.7061078209434488,41.8918718,-87.7163879
North Boundary Park,422.0,135.0,0.0001319851250887459,0.00012138333847339322,557.0,-1.0601786615352691e-05,0.9196749915324496,42.01302999999999,-87.70891
Greenview Ave & Jarvis Ave,2170.0,743.0,0.000678691283039286,0.0006680579295239345,2913.0,-1.063335351535145e-05,0.9843325852067543,42.015962,-87.66857
Elston Ave & Carmen Ave,218.0,64.0,6.818188926385453e-05,5.754469379479382e-05,282.0,-1.063719546906071e-05,0.8439902505759644,41.97354,-87.74955
