end_station_name,return_count_cold,return_count_mild,return_share_cold,return_share_mild,total_return_count,cold_minus_mild_share,cold_mild_share_ratio,end_lat,end_lng
Hampden Ct & Diversey Pkwy,177.0,2704.0,0.0006189352216102806,0.0009601147592789198,2881.0,-0.00034117953766863915,0.6446474975841696,41.93247,-87.64242
Walsh Park,296.0,3891.0,0.001035055511845441,0.0013815852545688893,4187.0,-0.0003465297427234482,0.74917979852689,41.91461,-87.667968
Lincoln Ave & Sunnyside Ave,267.0,3606.0,0.0009336480461578809,0.0012803897270561332,3873.0,-0.0003467416808982523,0.7291907278214372,41.963004,-87.684781
Sheridan Rd & Buena Ave,480.0,5709.0,0.0016784683975872017,0.0020271061984923643,6189.0,-0.00034863780090516267,0.8280121538888235,41.958490957783354,-87.65498859932366
Humboldt Blvd & Armitage Ave,185.0,2810.0,0.0006469096949034006,0.0009977523940731378,2995.0,-0.00035084269916973716,0.6483673207690241,41.91751339399,-87.70180895549998
Sheffield Ave & Webster Ave,761.0,8484.0,0.0026610717720080427,0.003012431071642883,9245.0,-0.00035135929963484025,0.8833635775749724,41.92154,-87.653818
Aberdeen St & Carroll Ave,275.0,3719.0,0.000961622519451001,0.0013205128660348751,3994.0,-0.0003588903465838742,0.7282191760231046,41.88819,-87.65459
LaSalle St & Jackson Blvd Corral,14.0,1150.0,4.895532826296005e-05,0.0004083328303146293,1164.0,-0.00035937750205166925,0.11989290288595052,41.87816,-87.63204
Damen Ave & Thomas St (Augusta Blvd),392.0,4877.0,0.0013707491913628814,0.0017316862725603888,5269.0,-0.00036093708119750746,0.7915691320732274,41.901315,-87.677409
Greenview Ave & Diversey Pkwy,270.0,3677.0,0.0009441384736428009,0.0013055998409277321,3947.0,-0.0003614613672849312,0.7231455771519844,41.93258963429789,-87.66593635082245
Lincoln Ave & Fullerton Ave,977.0,10675.0,0.0034163825509222834,0.003790393881398842,11652.0,-0.0003740113304765585,0.9013265524623836,41.924161029067626,-87.64638036489487
Central Park Ave & Elbridge Ave,88.0,1962.0,0.0003077192062243203,0.0006966513157193937,2050.0,-0.0003889321094950734,0.441712744335824,41.93533728263,-87.71688929350002
McClurg Ct & Ohio St,1308.0,13995.0,0.004573826383425125,0.0049692330089158585,15303.0,-0.0003954066254907339,0.920429059130383,41.892592119709725,-87.61728912591934
Franklin St & Adams St Corral,63.0,1766.0,0.00022029897718332022,0.0006270571985527264,1829.0,-0.0004067582213694062,0.3513230154581835,41.87942,-87.63558
Calumet Ave & 21st St,211.0,3247.0,0.0007378267331060407,0.0011529188695926969,3458.0,-0.0004150921364866561,0.6399644524876654,41.85418424947,-87.6191537415
Damen Ave & Melrose Ave,139.0,2587.0,0.0004860564734679605,0.0009185713321947357,2726.0,-0.0004325148587267752,0.5291444739105392,41.9406,-87.6785
