end_station_name,return_count_weekday,return_count_weekend,return_share_weekday,return_share_weekend,condition_type,condition_value,weekend_minus_weekday_share_under_weather,total_return_count_under_weather,end_lat,end_lng
Long Ave & Belmont Ave,41.0,18.0,5.354381712566342e-05,5.1955399176218284e-05,rain,rainy,-1.5884179494451392e-06,59.0,41.93833,-87.76166
Long Ave & Diversey Ave,39.0,23.0,5.0931923607338374e-05,6.638745450294559e-05,rain,rainy,1.5455530895607214e-05,62.0,41.93104,-87.76124
Long Ave & North Ave,35.0,17.0,4.570813657068829e-05,4.906898811087282e-05,rain,rainy,3.3608515401845315e-06,52.0,41.9092147,-87.7609189
Loomis St & Archer Ave,155.0,84.0,0.00020242174767019097,0.00024245852948901866,rain,rainy,4.003678181882769e-05,239.0,41.84163253965,-87.6574349533
Loomis St & Jackson Blvd,940.0,341.0,0.001227589953612771,0.0009842661732828019,rain,rainy,-0.0002433237803299692,1281.0,41.877945,-87.662007
Loomis St & Lexington St,2309.0,876.0,0.0030154310669062642,0.002528496093242623,rain,rainy,-0.0004869349736636411,3185.0,41.87222873224032,-87.66136385500431
Lowell Ave & Armitage Ave,93.0,29.0,0.00012145304860211459,8.370592089501835e-05,rain,rainy,-3.7747127707096244e-05,122.0,41.9170767,-87.7353543
MLK Jr Dr & 29th St,1120.0,441.0,0.0014626603702620252,0.0012729072798173479,rain,rainy,-0.00018975309044467733,1561.0,41.842052,-87.617
MLK Jr Dr & 47th St,120.0,43.0,0.0001567136110995027,0.00012411567580985477,rain,rainy,-3.2597935289647935e-05,163.0,41.809851,-87.616279
MLK Jr Dr & 56th St,43.0,21.0,5.6155710643988466e-05,6.0614632372254665e-05,rain,rainy,4.4589217282661986e-06,64.0,41.79342945658,-87.6158532619
MLK Jr Dr & Pershing Rd,202.0,105.0,0.00026380124535082953,0.0003030731618612733,rain,rainy,3.9271916510443775e-05,307.0,41.8246,-87.61678
Malcolm X College,364.0,102.0,0.00047536462033515817,0.00029441392866523693,rain,rainy,-0.00018095069166992124,466.0,41.877618,-87.673895
Malden St & Wilson Ave,60.0,38.0,7.835680554975135e-05,0.00010968362048312748,rain,rainy,3.132681493337613e-05,98.0,41.96526,-87.66275
Manor Ave & Leland Ave,270.0,105.0,0.00035260562497388105,0.0003030731618612733,rain,rainy,-4.953246311260775e-05,375.0,41.965875,-87.700825
Maplewood Ave & Peterson Ave,156.0,59.0,0.0002037276944293535,0.00017029825285538216,rain,rainy,-3.342944157397134e-05,215.0,41.99023602866999,-87.6933696402
Marine Dr & Ainslie St,1002.0,676.0,0.0013085586526808475,0.001951213880173531,rain,rainy,0.0006426552274926836,1678.0,41.9716,-87.650154
Marmora Ave & Irving Park Rd,41.0,16.0,5.354381712566342e-05,4.618257704552736e-05,rain,rainy,-7.361240080136062e-06,57.0,41.9531072,-87.7747326
Marshfield Ave & 44th St,56.0,29.0,7.313301851310126e-05,8.370592089501835e-05,rain,rainy,1.0572902381917094e-05,85.0,41.81388181322957,-87.6664333618677
Mason Ave & Montrose Ave,57.0,17.0,7.443896527226378e-05,4.906898811087282e-05,rain,rainy,-2.536997716139096e-05,74.0,41.96056,-87.77588
May St & Cullerton St,402.0,180.0,0.0005249905971833341,0.0005195539917621829,rain,rainy,-5.4366054211511935e-06,582.0,41.855136,-87.654127
May St & Hubbard St,57.0,17.0,7.443896527226378e-05,4.906898811087282e-05,rain,rainy,-2.536997716139096e-05,74.0,41.89008,-87.65597
May St & Taylor St,1454.0,636.0,0.0018988465878223076,0.0018357574375597126,rain,rainy,-6.308915026259502e-05,2090.0,41.86941940540373,-87.65523116767652
McClurg Ct & Erie St,2743.0,807.0,0.003582211960382799,0.0023293337297337863,rain,rainy,-0.0012528782306490127,3550.0,41.89450300000001,-87.617854
McClurg Ct & Ohio St,3735.0,1947.0,0.0048777111454720214,0.005619842344227611,rain,rainy,0.0007421311987555893,5682.0,41.892592119709725,-87.61728912591934
McCormick Blvd & Devon Ave,173.0,106.0,0.0002259287893351164,0.00030595957292661876,rain,rainy,8.003078359150237e-05,279.0,41.997197299082565,-87.71105704770642
McCormick Place,838.0,579.0,0.0010943833841781938,0.0016712320068350214,rain,rainy,0.0005768486226568276,1417.0,41.8513751729,-87.6188346489
Meade Ave & Fullerton Ave,62.0,24.0,8.096869906807639e-05,6.927386556829105e-05,rain,rainy,-1.1694833499785345e-05,86.0,41.924751,-87.778272
Melvina Ave & Giddings Ave,69.0,25.0,9.011032638221405e-05,7.21602766336365e-05,rain,rainy,-1.7950049748577547e-05,94.0,41.96648,-87.78202000000002
Menard Ave & Lawrence Ave,45.0,31.0,5.876760416231351e-05,8.947874302570926e-05,rain,rainy,3.0711138863395756e-05,76.0,41.96788,-87.77274
Merrimac Park,41.0,26.0,5.354381712566342e-05,7.504668769898196e-05,rain,rainy,2.1502870573318538e-05,67.0,41.95261,-87.78535
Michigan Ave & 11th St,103.0,34.0,0.00013451251619373981,9.813797622174564e-05,rain,rainy,-3.6374539971994175e-05,137.0,41.86959,-87.623961
Michigan Ave & 14th St,1819.0,874.0,0.0023755171549166283,0.002522723271111932,rain,rainy,0.0001472061161953038,2693.0,41.864059,-87.623727
Michigan Ave & 18th St,1392.0,714.0,0.0018178778887542313,0.0020608975006566584,rain,rainy,0.00024301961190242708,2106.0,41.857926,-87.62433600000001
Michigan Ave & 8th St,2391.0,1969.0,0.003122518701157591,0.005683343387665211,rain,rainy,0.00256082468650762,4360.0,41.87277296771354,-87.62398098838872
Michigan Ave & Ida B Wells Dr,1041.0,669.0,0.0013594905762881859,0.0019310090027161127,rain,rainy,0.0005715184264279268,1710.0,41.876203,-87.624464
Michigan Ave & Jackson Blvd,1842.0,990.0,0.0024055539303773662,0.0028575469546920054,rain,rainy,0.0004519930243146392,2832.0,41.87834559823754,-87.62415080552178
Michigan Ave & Lake St,3540.0,1362.0,0.004623051527435329,0.0039312918710005165,rain,rainy,-0.0006917596564348129,4902.0,41.886022,-87.624398
Michigan Ave & Madison St,1468.0,684.0,0.0019171298424505829,0.0019743051686962948,rain,rainy,5.717532624571189e-05,2152.0,41.882134,-87.625125
Michigan Ave & Oak St,5099.0,3652.0,0.006659022524969702,0.01054117321064162,rain,rainy,0.0038821506856719177,8751.0,41.90096039009614,-87.62377663865593
Michigan Ave & Pearson St,1495.0,730.0,0.001952390404947971,0.0021070800777021857,rain,rainy,0.0001546896727542147,2225.0,41.89766,-87.62351
Michigan Ave & Washington St,4023.0,1711.0,0.005253823812110828,0.004938649332806082,rain,rainy,-0.00031517447930474573,5734.0,41.88398406449815,-87.62468397185215
Midway Orange Line,108.0,37.0,0.00014104224998955244,0.00010679720941778203,rain,rainy,-3.424504057177041e-05,145.0,41.78692,-87.73892
Mies van der Rohe Way & Chestnut St,2626.0,1236.0,0.003429416189560784,0.003567604076766989,rain,rainy,0.0001381878872062049,3862.0,41.8985866514,-87.6219152258
Mies van der Rohe Way & Chicago Ave,2303.0,986.0,0.003007595386351289,0.002846001310430624,rain,rainy,-0.0001615940759206653,3289.0,41.89694462637082,-87.62175768613815
Millard Ave & 26th St,44.0,19.0,5.746165740315099e-05,5.484181024156374e-05,rain,rainy,-2.619847161587249e-06,63.0,41.84453112462163,-87.71592199802399
Millennium Park,4205.0,2968.0,0.005491506122278407,0.008566868041945326,rain,rainy,0.0030753619196669186,7173.0,41.8810317,-87.62408432
Milwaukee Ave & Agatite Ave,61.0,40.0,7.966275230891387e-05,0.0001154564426138184,rain,rainy,3.5793690304904534e-05,101.0,41.9615,-87.75489
Milwaukee Ave & Ainslie St,358.0,108.0,0.000467528939780183,0.0003117323950573097,rain,rainy,-0.00015579654472287335,466.0,41.96861,-87.76108
Milwaukee Ave & Armitage Ave,106.0,124.0,0.0001384303564712274,0.00035791497210283706,rain,rainy,0.00021948461563160967,230.0,41.91771000000001,-87.68864
Milwaukee Ave & Cuyler Ave,140.0,61.0,0.00018283254628275315,0.00017607107498607307,rain,rainy,-6.76147129668008e-06,201.0,41.95446799999999,-87.749594
Milwaukee Ave & Fullerton Ave,558.0,426.0,0.0007287182916126875,0.001229611113837166,rain,rainy,0.0005008928222244786,984.0,41.924690375095686,-87.70058124521562
Milwaukee Ave & Grand Ave,2231.0,918.0,0.0029135672196915876,0.0026497253579871325,rain,rainy,-0.0002638418617044551,3149.0,41.891578,-87.648384
Milwaukee Ave & Highland Ave,24.0,38.0,3.134272221990054e-05,0.00010968362048312748,rain,rainy,7.834089826322694e-05,62.0,41.99636,-87.78674
Milwaukee Ave & Rockwell St,637.0,346.0,0.0008318880855865268,0.0009986982286095292,rain,rainy,0.0001668101430230024,983.0,41.92032879364165,-87.69308613427661
Milwaukee Ave & The 606,1183.0,696.0,0.0015449350160892641,0.00200894210148044,rain,rainy,0.0004640070853911759,1879.0,41.913754,-87.6826658
Milwaukee Ave & Wabansia Ave,449.0,167.0,0.0005863700948639726,0.00048203064791269186,rain,rainy,-0.00010433944695128073,616.0,41.912616,-87.68139430306123
Monticello Ave & Irving Park Rd,360.0,159.0,0.00047014083329850807,0.00045893935938992814,rain,rainy,-1.120147390857993e-05,519.0,41.95400483876,-87.7191281797
Monticello Ave & Lawrence Ave,161.0,80.0,0.00021025742822516612,0.0002309128852276368,rain,rainy,2.065545700247068e-05,241.0,41.96834806534399,-87.71898711572858
Montrose Harbor,2311.0,1942.0,0.0030180429604245895,0.005605410288900883,rain,rainy,0.0025873673284762936,4253.0,41.963982,-87.638181
Morgan Ave & 14th Pl,905.0,256.0,0.0011818818170420827,0.0007389212327284378,rain,rainy,-0.00044296058431364494,1161.0,41.86237799999999,-87.651062
Morgan St & 18th St,926.0,430.0,0.0012093066989844958,0.001241156758098548,rain,rainy,3.185005911405213e-05,1356.0,41.858086,-87.651073
Morgan St & 31st St,672.0,291.0,0.0008775962221572151,0.0008399456200155289,rain,rainy,-3.76506021416862e-05,963.0,41.8378,-87.65114
Morgan St & Hubbard St,160.0,92.0,0.0002089514814660036,0.00026554981801178235,rain,rainy,5.6598336545778756e-05,252.0,41.89012,-87.65251000000002
Morgan St & Lake St*,2225.0,809.0,0.0029057315391366125,0.0023351065518644773,rain,rainy,-0.0005706249872721352,3034.0,41.88549170626906,-87.65228927135468
Morgan St & Polk St,2423.0,436.0,0.003164308997450792,0.0012584752244906205,rain,rainy,-0.0019058337729601714,2859.0,41.871737,-87.65103
Mozart St & Jackson Blvd,46.0,24.0,6.0073550921476034e-05,6.927386556829105e-05,rain,rainy,9.200314646815012e-06,70.0,41.8775,-87.69740000000002
N Carpenter St & W Lake St,713.0,79.0,0.0009311400392828785,0.00022802647416229134,rain,rainy,-0.0007031135651205872,792.0,41.885586,-87.6531893
N Damen Ave & W Chicago Ave,156.0,86.0,0.0002037276944293535,0.00024823135161970955,rain,rainy,4.450365719035605e-05,242.0,41.895809,-87.678519
N Green St & W Lake St,1081.0,351.0,0.0014117284466546869,0.0010131302839362566,rain,rainy,-0.0003985981627184303,1432.0,41.885579,-87.648484
N Paulina St & Lincoln Ave,284.0,111.0,0.0003708888796021564,0.00032039162825334605,rain,rainy,-5.049725134881035e-05,395.0,41.943838,-87.671469
N Shore Channel Trail & Argyle St,112.0,44.0,0.0001462660370262025,0.00012700208687520023,rain,rainy,-1.926395015100228e-05,156.0,41.972177,-87.702749
N Southport Ave & W Newport Ave,400.0,214.0,0.000522378703665009,0.0006176919679839284,rain,rainy,9.531326431891948e-05,614.0,41.94401888299205,-87.66397501880483
NAVY PIER,165.0,0.0,0.00021548121526181622,0.0,rain,rainy,-0.00021548121526181622,165.0,41.892278,-87.612043
Narragansett Ave & Montrose Ave,47.0,12.0,6.137949768063856e-05,3.463693278414552e-05,rain,rainy,-2.6742564896493036e-05,59.0,41.959978,-87.786928
Narragansett Ave & Wrightwood Ave,96.0,36.0,0.00012537088887960217,0.00010391079835243657,rain,rainy,-2.14600905271656e-05,132.0,41.927290000000006,-87.78523
Navy Pier,2953.0,3445.0,0.003856460779806929,0.00994368612011511,rain,rainy,0.006087225340308182,6398.0,41.892278,-87.612043
New St & Illinois St,3429.0,1847.0,0.004478091437168289,0.005331201237693065,rain,rainy,0.0008531098005247753,5276.0,41.89084704062381,-87.61861681938171
Noble St & Milwaukee Ave,1287.0,539.0,0.0016807534790421665,0.001555775564221203,rain,rainy,-0.00012497791482096341,1826.0,41.9007,-87.66260699999998
Noble St & Ohio St,238.0,107.0,0.00031081532868068037,0.0003088459839919642,rain,rainy,-1.969344688716149e-06,345.0,41.89242000000001,-87.66205999999998
Normal Ave & Archer Ave,192.0,72.0,0.00025074177775920433,0.00020782159670487314,rain,rainy,-4.29201810543312e-05,264.0,41.849527,-87.640591
North Boundary Park,86.0,49.0,0.00011231142128797693,0.00014143414220192755,rain,rainy,2.9122720913950616e-05,135.0,42.01302999999999,-87.70891
Oak Park & Wellington,69.0,6.0,9.011032638221405e-05,1.731846639207276e-05,rain,rainy,-7.279185999014129e-05,75.0,41.934586,-87.7959613
Oakley Ave & Irving Park Rd,410.0,171.0,0.0005354381712566343,0.0004935762921740737,rain,rainy,-4.186187908256057e-05,581.0,41.95434085219,-87.6860796243
Oakley Ave & Touhy Ave,115.0,43.0,0.00015018387730369008,0.00012411567580985477,rain,rainy,-2.606820149383531e-05,158.0,42.012342,-87.688243
Ogden Ave & Chicago Ave,1913.0,787.0,0.0024982761502779054,0.0022716055084268773,rain,rainy,-0.00022667064185102805,2700.0,41.896362458,-87.6540612729
Ogden Ave & Congress Pkwy,548.0,194.0,0.0007156588240210623,0.0005599637466770193,rain,rainy,-0.00015569507734404303,742.0,41.87501,-87.67328
Ogden Ave & Race Ave,1412.0,575.0,0.0018439968239374817,0.0016596863625736396,rain,rainy,-0.00018431046136384212,1987.0,41.891795,-87.658751
Ogden Ave & Roosevelt Rd,227.0,90.0,0.0002964499143298926,0.00025977699588109143,rain,rainy,-3.667291844880119e-05,317.0,41.86650148316,-87.68469707
Orleans St & Chestnut St (NEXT Apts),1215.0,528.0,0.0015867253123824647,0.0015240250425024029,rain,rainy,-6.270026988006183e-05,1743.0,41.898203,-87.637536
Orleans St & Elm St,907.0,381.0,0.0011844937105604078,0.0010997226158966204,rain,rainy,-8.477109466378742e-05,1288.0,41.902924000000006,-87.637715
Orleans St & Hubbard St,1641.0,555.0,0.0021430586317856995,0.0016019581412667304,rain,rainy,-0.0005411004905189691,2196.0,41.890028,-87.636618
Orleans St & Merchandise Mart Plaza,4344.0,923.0,0.005673032721801997,0.0026641574133138596,rain,rainy,-0.0030088753084881376,5267.0,41.888243,-87.63638999999999
Parnell Ave & 31st St,40.0,21.0,5.22378703665009e-05,6.0614632372254665e-05,rain,rainy,8.376762005753766e-06,61.0,41.837911,-87.640279
Paulina Ave & North Ave,1124.0,557.0,0.0014678841572986752,0.0016077309633974212,rain,rainy,0.00013984680609874602,1681.0,41.90985465216731,-87.66993016004562
Paulina St & 18th St,758.0,375.0,0.000989907643445192,0.0010824041495045475,rain,rainy,9.249650605935552e-05,1133.0,41.857901,-87.668745
Paulina St & Adams St,40.0,13.0,5.22378703665009e-05,3.752334384949098e-05,rain,rainy,-1.4714526517009918e-05,53.0,41.87862,-87.66913
Paulina St & Cortland St,102.0,31.0,0.0001332065694345773,8.947874302570926e-05,rain,rainy,-4.3727826408868024e-05,133.0,41.91626,-87.67019
Paulina St & Division St,159.0,49.0,0.00020764553470684107,0.00014143414220192755,rain,rainy,-6.621139250491352e-05,208.0,41.9035529,-87.67042920000002
Paulina St & Flournoy St,1714.0,268.0,0.0022383927452045635,0.0007735581655125833,rain,rainy,-0.0014648345796919801,1982.0,41.87306108789792,-87.66913488507271
Paulina St & Howard St,401.0,146.0,0.0005236846504241715,0.0004214160155404372,rain,rainy,-0.00010226863488373432,547.0,42.019159,-87.673573
Paulina St & Montrose Ave,862.0,409.0,0.0011257261063980944,0.0011805421257262932,rain,rainy,5.481601932819883e-05,1271.0,41.961507,-87.67138699999998
Peoria St & Jackson Blvd,2560.0,807.0,0.0033432237034560575,0.0023293337297337863,rain,rainy,-0.0010138899737222712,3367.0,41.87764159627531,-87.64961779117584
Peoria St & Kinzie St,357.0,151.0,0.0004662229930210205,0.0004358480708671645,rain,rainy,-3.0374922153856047e-05,508.0,41.88896,-87.64973
Peterson/Ridge Metra,690.0,175.0,0.0009011032638221405,0.0005051219364354555,rain,rainy,-0.00039598132738668493,865.0,41.9918,-87.67488999999999
Pine Grove Ave & Irving Park Rd,2228.0,1287.0,0.0029096493794141002,0.003714811041099607,rain,rainy,0.0008051616616855067,3515.0,41.95436725508892,-87.64794502215663
Pine Grove Ave & Waveland Ave,2722.0,1501.0,0.0035547870784403864,0.004332503009083536,rain,rainy,0.0007777159306431494,4223.0,41.94947274088333,-87.64645278453827
Pine Grove Ave & Wellington Ave,50.0,11.0,6.529733795812612e-05,3.175052171880006e-05,rain,rainy,-3.354681623932606e-05,61.0,41.93650999999999,-87.64119
Ping Tom Park (East),118.0,65.0,0.00015410171758117766,0.0001876167192474549,rain,rainy,3.3515001666277244e-05,183.0,41.8579886,-87.6319447
Portage Park,80.0,25.0,0.0001044757407330018,7.21602766336365e-05,rain,rainy,-3.2315464099365293e-05,105.0,41.95607,-87.76471999999998
Prairie Ave & 43rd St,126.0,47.0,0.00016454929165447783,0.00013566132007123663,rain,rainy,-2.8887971583241198e-05,173.0,41.81665889302,-87.61941246190001
Prairie Ave & Garfield Blvd,271.0,84.0,0.0003539115717330436,0.00024245852948901866,rain,rainy,-0.00011145304224402495,355.0,41.794853,-87.618691
Princeton Ave & 47th St,55.0,36.0,7.182707175393873e-05,0.00010391079835243657,rain,rainy,3.208372659849784e-05,91.0,41.80931770924,-87.633449288
Princeton Ave & Garfield Blvd,51.0,31.0,6.660328471728864e-05,8.947874302570926e-05,rain,rainy,2.287545830842062e-05,82.0,41.794982,-87.633124
Public Rack - California Ave & Cortez St,41.0,29.0,5.354381712566342e-05,8.370592089501835e-05,rain,rainy,3.0162103769354925e-05,70.0,41.900105,-87.696817
Public Rack - Christiana Ave & Belmont Ave,85.0,30.0,0.00011100547452881441,8.65923319603638e-05,rain,rainy,-2.44131425684506e-05,115.0,41.93917,-87.71169
Public Rack - Drake Ave & Leland Ave,51.0,9.0,6.660328471728864e-05,2.5977699588109142e-05,rain,rainy,-4.06255851291795e-05,60.0,41.96598530000001,-87.71687599999998
Public Rack - Emerald Ave & 43rd St,44.0,8.0,5.746165740315099e-05,2.309128852276368e-05,rain,rainy,-3.437036888038731e-05,52.0,41.81643,-87.64475399999999
Public Rack - Hamlin Ave & Montrose Ave,72.0,27.0,9.402816665970161e-05,7.793309876432742e-05,rain,rainy,-1.6095067895374192e-05,99.0,41.96121600000001,-87.72241599999998
Public Rack - Hyde Park Blvd & 53rd St,44.0,24.0,5.746165740315099e-05,6.927386556829105e-05,rain,rainy,1.1812208165140054e-05,68.0,41.799468,-87.584206
Public Rack - Hyde Park Blvd & 55th St,101.0,34.0,0.00013190062267541476,9.813797622174564e-05,rain,rainy,-3.3762646453669125e-05,135.0,41.795,-87.584113
Public Rack - Jensen Park,59.0,13.0,7.705085879058883e-05,3.752334384949098e-05,rain,rainy,-3.952751494109785e-05,72.0,41.964864,-87.720774
Public Rack - Jonathan Y Scammon Public School,47.0,20.0,6.137949768063856e-05,5.77282213069092e-05,rain,rainy,-3.6512763737293587e-06,67.0,41.941612,-87.73237200000001
Public Rack - Kedzie Ave & Argyle St,78.0,30.0,0.00010186384721467675,8.65923319603638e-05,rain,rainy,-1.527151525431294e-05,108.0,41.972097000000005,-87.708572
Public Rack - Milwaukee Ave & Diversey Ave,77.0,28.0,0.00010055790045551424,8.081950982967288e-05,rain,rainy,-1.973839062584136e-05,105.0,41.93123,-87.711501
Public Rack - Milwaukee Ave & Haussen Ct,77.0,25.0,0.00010055790045551424,7.21602766336365e-05,rain,rainy,-2.8397623821877733e-05,102.0,41.937752,-87.721623
Public Rack - Monticello Ave & Belmont Ave,67.0,35.0,8.7498432863889e-05,0.00010102438728709111,rain,rainy,1.3525954423202109e-05,102.0,41.939472,-87.718423
Public Rack - Rockwell & Division,54.0,18.0,7.052112499477622e-05,5.1955399176218284e-05,rain,rainy,-1.8565725818557935e-05,72.0,41.90282,-87.692397
Public Rack - Spaulding Ave & Evergreen Ave,81.0,18.0,0.00010578168749216432,5.1955399176218284e-05,rain,rainy,-5.382628831594604e-05,99.0,41.905317,-87.70952099999998
Public Rack - Washtenaw Ave & Devon Ave,53.0,22.0,6.92151782356137e-05,6.350104343760012e-05,rain,rainy,-5.714134798013578e-06,75.0,41.997764,-87.697221
Public Rack - Washtenaw Ave & Superior St,124.0,47.0,0.00016193739813615278,0.00013566132007123663,rain,rainy,-2.6276078064916148e-05,171.0,41.894738,-87.69520399999999
Public Rack - Western Ave & Devon Ave,42.0,15.0,5.484976388482594e-05,4.32961659801819e-05,rain,rainy,-1.1553597904644038e-05,57.0,41.997579,-87.689713
Public Rack - Woodlawn Ave & 63rd St N,99.0,29.0,0.00012928872915708971,8.370592089501835e-05,rain,rainy,-4.5582808262071366e-05,128.0,41.78062099999999,-87.596033
Pulaski Rd & 51st St,110.0,42.0,0.00014365414350787746,0.00012122926474450933,rain,rainy,-2.242487876336813e-05,152.0,41.800434,-87.7247496
Pulaski Rd & Eddy St,100.0,48.0,0.00013059467591625224,0.0001385477311365821,rain,rainy,7.953055220329851e-06,148.0,41.946264,-87.731023
Racine Ave & 13th St,230.0,61.0,0.00030036775460738017,0.00017607107498607307,rain,rainy,-0.0001242966796213071,291.0,41.865054,-87.656959
Racine Ave & 15th St,550.0,212.0,0.0007182707175393873,0.0006119191458532375,rain,rainy,-0.00010635157168614978,762.0,41.861267,-87.656625
Racine Ave & 18th St,1054.0,482.0,0.0013764678841572987,0.0013912501334965117,rain,rainy,1.4782249339212981e-05,1536.0,41.8583996,-87.6564226
Racine Ave & 35th St,169.0,57.0,0.0002207050022984663,0.00016452543072469124,rain,rainy,-5.617957157377505e-05,226.0,41.83068856472101,-87.65621066093445
Racine Ave & Belmont Ave,1629.0,992.0,0.0021273872706757493,0.0028633197768226965,rain,rainy,0.0007359325061469472,2621.0,41.939743,-87.658865
Racine Ave & Broadway,148.0,95.0,0.00019328012035605332,0.0002742090512078187,rain,rainy,8.09289308517654e-05,243.0,41.968235,-87.65965479999998
Racine Ave & Congress Pkwy,981.0,226.0,0.0012811337707384345,0.0006523289007680739,rain,rainy,-0.0006288048699703606,1207.0,41.87464,-87.65703
Racine Ave & Fullerton Ave,1872.0,772.0,0.002444732333152242,0.002228309342446695,rain,rainy,-0.00021642299070554708,2644.0,41.925566,-87.658416
Racine Ave & Randolph St,714.0,255.0,0.000932445986042041,0.0007360348216630924,rain,rainy,-0.00019641116437894867,969.0,41.884081224846845,-87.65692072930314
Racine Ave & Washington Blvd,864.0,360.0,0.0011283379999164195,0.0010391079835243657,rain,rainy,-8.923001639205377e-05,1224.0,41.883073,-87.656952
Racine Ave & Webster Ave,90.0,43.0,0.00011753520832462702,0.00012411567580985477,rain,rainy,6.580467485227756e-06,133.0,41.9216,-87.65859
Racine Ave & Wrightwood Ave,1067.0,536.0,0.0013934451920264114,0.0015471163310251666,rain,rainy,0.0001536711389987552,1603.0,41.928887,-87.658971
Racine/Eddy Corral,60.0,78.0,7.835680554975135e-05,0.00022514006309694588,rain,rainy,0.00014678325754719453,138.0,41.9463404,-87.6591024
Ravenswood Ave & Berteau Ave,766.0,379.0,0.0010003552175184922,0.0010939497937659294,rain,rainy,9.359457624743715e-05,1145.0,41.957921,-87.673567
Ravenswood Ave & Irving Park Rd,807.0,473.0,0.0010538990346441557,0.0013652724339084025,rain,rainy,0.00031137339926424687,1280.0,41.95469,-87.67393
Ravenswood Ave & Lawrence Ave,3382.0,1076.0,0.004416711939487651,0.003105778306311715,rain,rainy,-0.001310933633175936,4458.0,41.968445,-87.674226
Rhodes Ave & 32nd St,662.0,293.0,0.0008645367545655899,0.0008457184421462198,rain,rainy,-1.8818312419370087e-05,955.0,41.836208000000006,-87.613533
Richmond St & 59th St,38.0,16.0,4.9625976848175855e-05,4.618257704552736e-05,rain,rainy,-3.443399802648494e-06,54.0,41.78649,-87.69733
Richmond St & Diversey Ave,465.0,289.0,0.000607265243010573,0.000834172797884838,rain,rainy,0.00022690755487426496,754.0,41.93190196886,-87.7011951301
Richmond St & Lincoln Ave,56.0,19.0,7.313301851310126e-05,5.484181024156374e-05,rain,rainy,-1.8291208271537513e-05,75.0,41.9881174,-87.7031754
Ridge Blvd & Howard St,113.0,65.0,0.00014757198378536503,0.0001876167192474549,rain,rainy,4.004473546208987e-05,178.0,42.019276,-87.68452
Ridge Blvd & Touhy Ave,163.0,93.0,0.00021286932174349117,0.0002684362290771278,rain,rainy,5.556690733363664e-05,256.0,42.01213227742,-87.6829126443
Ritchie Ct & Banks St,1877.0,976.0,0.002451262066948055,0.002817137199777169,rain,rainy,0.00036587513282911434,2853.0,41.906866,-87.626217
Rockwell Ave & Logan Blvd,50.0,30.0,6.529733795812612e-05,8.65923319603638e-05,rain,rainy,2.1294994002237687e-05,80.0,41.92811,-87.69268
Rockwell St & Archer Ave,102.0,36.0,0.0001332065694345773,0.00010391079835243657,rain,rainy,-2.929577108214072e-05,138.0,41.82272,-87.68982
Rockwell St & Cermak Rd,63.0,20.0,8.227464582723892e-05,5.77282213069092e-05,rain,rainy,-2.4546424520329715e-05,83.0,41.851644,-87.690621
Rockwell St & Eastwood Ave,525.0,220.0,0.0006856220485603243,0.0006350104343760012,rain,rainy,-5.061161418432308e-05,745.0,41.96590013976,-87.69363849350002
Rockwell St & Fletcher St,256.0,174.0,0.00033432237034560576,0.00050223552537011,rain,rainy,0.00016791315502450425,430.0,41.93877151938426,-87.69298122576966
Rush St & Cedar St,2417.0,1322.0,0.003156473316895817,0.003815835428386698,rain,rainy,0.0006593621114908813,3739.0,41.90230870122,-87.627690528
Rush St & Hubbard St,1855.0,709.0,0.0024225312382464793,0.0020464654453299313,rain,rainy,-0.00037606579291654804,2564.0,41.890173,-87.626185
Rush St & Illinois St,139.0,61.0,0.00018152659952359063,0.00017607107498607307,rain,rainy,-5.455524537517555e-06,200.0,41.89087,-87.62584
Rush St & Superior St,2444.0,906.0,0.003191733879393205,0.0026150884252029868,rain,rainy,-0.0005766454541902182,3350.0,41.89576474564,-87.6259080327
Sacramento Ave & Lunt Ave,61.0,29.0,7.966275230891387e-05,8.370592089501835e-05,rain,rainy,4.043168586104483e-06,90.0,42.0082,-87.70461000000002
Sacramento Ave & Lyndale St,39.0,32.0,5.0931923607338374e-05,9.236515409105472e-05,rain,rainy,4.143323048371635e-05,71.0,41.92235,-87.70241
Sacramento Ave & Pratt Blvd,43.0,16.0,5.6155710643988466e-05,4.618257704552736e-05,rain,rainy,-9.973133598461105e-06,59.0,42.00404000000001,-87.70473000000001
Sacramento Blvd & Addison St,139.0,68.0,0.00018152659952359063,0.00019627595244349128,rain,rainy,1.474935291990065e-05,207.0,41.94609,-87.702988
Sacramento Blvd & Franklin Blvd,61.0,33.0,7.966275230891387e-05,9.525156515640018e-05,rain,rainy,1.5588812847486315e-05,94.0,41.89046879243862,-87.70260751247406
Sacramento Blvd & Fulton Ave,63.0,39.0,8.227464582723892e-05,0.00011257003154847294,rain,rainy,3.0295385721234027e-05,102.0,41.886528,-87.70167
Sangamon St & Adams St,164.0,72.0,0.0002141752685026537,0.00020782159670487314,rain,rainy,-6.353671797780557e-06,236.0,41.879090000000005,-87.65128
Sangamon St & Lake St,1934.0,800.0,0.0025257010322203184,0.002309128852276368,rain,rainy,-0.0002165721799439503,2734.0,41.88577925240433,-87.65102460980414
Sangamon St & Washington Blvd,1648.0,555.0,0.002152200259099837,0.0016019581412667304,rain,rainy,-0.0005502421178331066,2203.0,41.883165,-87.6511
