end_station_name,return_count_cold,return_count_mild,return_share_cold,return_share_mild,total_return_count,cold_minus_mild_share,cold_mild_share_ratio,end_lat,end_lng
Calumet Ave & 35th St,58.0,382.0,0.000718417499659371,0.000339112147583027,440.0,0.000379305352076344,2.118521516431257,41.831379,-87.618034
Paulina St & Montrose Ave,122.0,1275.0,0.0015111540510076426,0.0011318533721684802,1397.0,0.00037930067883916235,1.3351143823498013,41.961507,-87.67138699999998
Lincoln Ave & Roscoe St*,176.0,2029.0,0.0021800255162077466,0.0018012003859841932,2205.0,0.00037882513022355346,1.2103180317155706,41.9433502470174,-87.67066776752472
Campbell Ave & Montrose Ave,93.0,871.0,0.001151945301177957,0.0007732112056147029,964.0,0.0003787340955632542,1.4898190856443618,41.96152399999999,-87.69117699999998
Shields Ave & 28th Pl,60.0,421.0,0.0007431905168890045,0.000373733544849357,481.0,0.0003694569720396475,1.9885545158491205,41.842733,-87.635491
Damen Ave & Madison St,69.0,549.0,0.0008546690944223552,0.00048736274613372205,618.0,0.00036730634828863315,1.7536595637293304,41.88137,-87.67493
Racine Ave & Wrightwood Ave,156.0,1763.0,0.0019322953439114116,0.0015650647020651219,1919.0,0.00036723064184628973,1.2346423165249387,41.928887,-87.658971
Malcolm X College,46.0,250.0,0.0005697793962815701,0.00022193203375852553,296.0,0.0003478473625230446,2.5673528029248693,41.877618,-87.673895
Clinton St & Lake St,225.0,2748.0,0.0027869644383337667,0.0024394769150737124,2973.0,0.00034748752326005427,1.1424433978733333,41.885637,-87.641823
Western Ave & Winnebago Ave,166.0,1925.0,0.002056160430059579,0.0017088766599406464,2091.0,0.0003472837701189327,1.203223307472458,41.915519999999994,-87.687022
Wells St & Institute Pl,161.0,1857.0,0.0019942278869854954,0.0016485111467583276,2018.0,0.0003457167402271678,1.2097144027158024,41.89737986072316,-87.63442039489746
Harper Ave & 59th St,60.0,455.0,0.0007431905168890045,0.00040391630144051647,515.0,0.000339274215448488,1.8399596012315202,41.78794281287001,-87.58831517019999
Hermitage Ave & Polk St,66.0,540.0,0.0008175095685779049,0.00047937319291841514,606.0,0.0003381363756594898,1.7053704197151833,41.871514,-87.669886
Clinton St & Washington Blvd,125.0,1364.0,0.0015483135768520927,0.0012108611761865152,1489.0,0.00033745240066557756,1.2786877047628566,41.883378993326986,-87.64117008864396
Sheffield Ave & Kingsbury St,253.0,3151.0,0.0031337866795486356,0.0027972313534924556,3404.0,0.00033655532605618,1.120317257747994,41.91052201283299,-87.653106010569
Glenwood Ave & Touhy Ave,57.0,420.0,0.0007060309910445543,0.00037284581671432287,477.0,0.00033318517433023146,1.8936248330249783,42.012701,-87.666058
Campbell Ave & North Ave,131.0,1454.0,0.001622632628540993,0.0012907567083395844,1585.0,0.0003318759202014087,1.2571171320978047,41.910535,-87.689556
Aberdeen St & Monroe St,136.0,1525.0,0.0016845651716150768,0.0013537854059270057,1661.0,0.0003307797656880711,1.2443367463581299,41.880381631942605,-87.65540930667021
Dearborn St & Van Buren St,136.0,1528.0,0.0016845651716150768,0.001356448590332108,1664.0,0.00032811658128296885,1.2418936786310164,41.876268,-87.629155
Clark St & Columbia Ave,71.0,622.0,0.0008794421116519887,0.0005521668999912115,693.0,0.00032727521166077715,1.592709593705078,42.00445062934,-87.6724024047
Stave St & Armitage Ave,106.0,1112.0,0.0013129699131705745,0.0009871536861579214,1218.0,0.0003258162270126531,1.3300558986158024,41.917741,-87.691392
Halsted St & Melrose St,32.0,80.0,0.0003963682756741357,7.101825080272817e-05,112.0,0.0003253500248714075,5.581152591642228,41.94112,-87.64907000000001
Financial Pl & Ida B Wells Dr,132.0,1482.0,0.0016350191371558099,0.0013156130961205392,1614.0,0.0003194060410352706,1.2427809507188543,41.8750236280333,-87.6330940425396
Racine Ave & Washington Blvd,104.0,1092.0,0.0012881968959409411,0.0009693991234572395,1196.0,0.0003187977724837017,1.3288608746476644,41.883073,-87.656952
Western Ave & 21st St,44.0,256.0,0.0005450063790519367,0.00022725840256873013,300.0,0.00031774797648320653,2.398173069592181,41.854109,-87.685838
Wood St & Taylor St (Temp),65.0,551.0,0.0008051230599630882,0.0004891382024037902,616.0,0.00031598485755929804,1.6460019070367802,41.869265218438194,-87.67373085021973
Dearborn St & Adams St,126.0,1412.0,0.0015607000854669095,0.0012534721266681521,1538.0,0.0003072279587987574,1.2451013526037034,41.87936394102892,-87.62977936980188
Paulina St & Flournoy St,86.0,855.0,0.0010652397408742397,0.0007590075554541573,941.0,0.0003062321854200824,1.4034634171374345,41.87306108789792,-87.66913488507271
Lincoln Ave & Byron St,116.0,1274.0,0.001436834999318742,0.001130965644033446,1390.0,0.00030586935528529604,1.270449492828942,41.952372,-87.677296
Rush St & Hubbard St,170.0,2037.0,0.0021057064645188463,0.001808302211064466,2207.0,0.00029740425345438034,1.1644659212208732,41.890173,-87.626185
May St & Hubbard St,27.0,47.0,0.000334435732600052,4.17232223466028e-05,74.0,0.00029271251025344923,8.015409606005083,41.89008,-87.65597
Albany Ave & Bloomingdale Ave,96.0,1012.0,0.0011891048270224072,0.0008983808726545113,1108.0,0.0002907239543678959,1.3236084378114994,41.91402671273,-87.70512646200001
Western Ave & Lunt Ave,49.0,357.0,0.0006069389221260203,0.00031691894420717443,406.0,0.00029001997791884587,1.9151206265808765,42.0085943972,-87.6904922389
Wabash Ave & Jackson Blvd,26.0,37.0,0.0003220492239852353,3.2845940996261775e-05,63.0,0.00028920328298897354,9.804572791782558,41.87801,-87.62599
Laramie Ave & Irving Park Rd,32.0,125.0,0.0003963682756741357,0.00011096601687926277,157.0,0.00028540225879487293,3.5719557650666935,41.9533354,-87.75838439999998
Indiana Ave & 31st St,60.0,517.0,0.0007431905168890045,0.0004589554458126308,577.0,0.0002842350710763737,1.6193072864966642,41.838842,-87.621857
Wilton Ave & Diversey Pkwy,217.0,2709.0,0.0026878723694152328,0.0024048555178073825,2926.0,0.0002830168516078503,1.11768554569147,41.93241798951903,-87.65270499568871
Morgan St & 18th St,119.0,1342.0,0.0014739945251631922,0.001191331157215765,1461.0,0.00028266336794742714,1.2372666315060556,41.858086,-87.651073
Leavitt St & North Ave,127.0,1454.0,0.001573086594081726,0.0012907567083395844,1581.0,0.00028232988574214174,1.2187318998120318,41.91026962479713,-87.68234483279865
Southport Ave & Irving Park Rd,167.0,2015.0,0.0020685469386743957,0.0017887721920937156,2182.0,0.0002797747465806801,1.156405936659421,41.954177,-87.664358
Lincoln Ave & Fullerton Ave,349.0,4559.0,0.004322891506571043,0.0040471525676204715,4908.0,0.00027573893895057114,1.0681315730533774,41.924161029067626,-87.64638036489487
