condition_type,day_type,condition_value,end_station_name,return_count
snow,weekday,no_snow,Winchester (Ravenswood) Ave & Balmoral Ave,1402
snow,weekday,no_snow,Winchester Ave & Elston Ave,2122
snow,weekday,no_snow,Winthrop Ave & Lawrence Ave,3978
snow,weekday,no_snow,Wolcott (Ravenswood) Ave & Montrose Ave,3471
snow,weekday,no_snow,Wolcott Ave & Fargo Ave,376
snow,weekday,no_snow,Wolcott Ave & Polk St,6186
snow,weekday,no_snow,Wood St & 33rd St,176
snow,weekday,no_snow,Wood St & 35th St,510
snow,weekday,no_snow,Wood St & 84th St,14
snow,weekday,no_snow,Wood St & Augusta Blvd,4424
snow,weekday,no_snow,Wood St & Beach Ave,2116
snow,weekday,no_snow,Wood St & Chicago Ave,5000
snow,weekday,no_snow,Wood St & Cortland St,288
snow,weekday,no_snow,Wood St & Hubbard St,3036
snow,weekday,no_snow,Wood St & Milwaukee Ave,5891
snow,weekday,no_snow,Wood St & Milwaukee Ave*,37
snow,weekday,no_snow,Wood St & Taylor St (Temp),4326
snow,weekday,no_snow,Wood St & Walnut St,187
snow,weekday,no_snow,Wood St & Webster Ave,1863
snow,weekday,no_snow,Woodlawn & 103rd,14
snow,weekday,no_snow,Woodlawn Ave & 55th St,5986
snow,weekday,no_snow,Woodlawn Ave & 58th St,6145
snow,weekday,no_snow,Woodlawn Ave & 75th St,51
snow,weekday,no_snow,Woodlawn Ave & Lake Park Ave,833
snow,weekday,no_snow,Yates Blvd & 75th St,77
snow,weekday,no_snow,Yates Blvd & 93rd St,32
snow,weekday,snowy,2112 W Peterson Ave,7
snow,weekday,snowy,63rd St Beach,2
snow,weekday,snowy,900 W Harrison St,304
snow,weekday,snowy,Aberdeen St & 103rd St,1
snow,weekday,snowy,Aberdeen St & Carroll Ave,134
snow,weekday,snowy,Aberdeen St & Jackson Blvd,361
snow,weekday,snowy,Aberdeen St & Monroe St,204
snow,weekday,snowy,Aberdeen St & Randolph St,295
snow,weekday,snowy,Ada St & Washington Blvd,184
snow,weekday,snowy,Addison/Racine Corral,10
snow,weekday,snowy,Addison/Sheffield SW Corral,1
snow,weekday,snowy,Addison/Wilton Corral,6
snow,weekday,snowy,Adler Planetarium,59
snow,weekday,snowy,Albany Ave & 26th St,5
snow,weekday,snowy,Albany Ave & Belmont Ave,8
snow,weekday,snowy,Albany Ave & Bloomingdale Ave,68
snow,weekday,snowy,Albany Ave & Montrose Ave,29
snow,weekday,snowy,Archer & Wentworth,3
snow,weekday,snowy,Archer (Damen) Ave & 37th St,6
snow,weekday,snowy,Archer Ave & 49th St,1
snow,weekday,snowy,Archer Ave & Homan Ave,2
snow,weekday,snowy,Archer Ave & Wentworth Ave,16
snow,weekday,snowy,Artesian Ave & 55th St,1
snow,weekday,snowy,Artesian Ave & 71st St,1
snow,weekday,snowy,Artesian Ave & Hubbard St,140
snow,weekday,snowy,Artesian Ave & Marquette Rd,1
snow,weekday,snowy,Ashland Ave & 13th St,60
snow,weekday,snowy,Ashland Ave & 50th St,3
snow,weekday,snowy,Ashland Ave & 78th St,1
snow,weekday,snowy,Ashland Ave & Archer Ave,21
snow,weekday,snowy,Ashland Ave & Augusta Blvd,109
snow,weekday,snowy,Ashland Ave & Belle Plaine Ave,27
snow,weekday,snowy,Ashland Ave & Blackhawk St,107
snow,weekday,snowy,Ashland Ave & Chicago Ave,160
snow,weekday,snowy,Ashland Ave & Division St,114
snow,weekday,snowy,Ashland Ave & Grace St,77
snow,weekday,snowy,Ashland Ave & Grand Ave,74
snow,weekday,snowy,Ashland Ave & Lake St,85
snow,weekday,snowy,Ashland Ave & McDowell Ave,8
snow,weekday,snowy,Ashland Ave & Pershing Rd,9
snow,weekday,snowy,Ashland Ave & Wellington Ave,107
snow,weekday,snowy,Ashland Ave & Wrightwood Ave,89
snow,weekday,snowy,Augusta Blvd & Laramie Ave,2
snow,weekday,snowy,Austin Ave & Milwaukee Ave,1
snow,weekday,snowy,Austin Blvd & Lake St,2
snow,weekday,snowy,Austin Blvd & Madison St,2
snow,weekday,snowy,Avenue O & 134th St,1
snow,weekday,snowy,Avers Ave & Belmont Ave,28
snow,weekday,snowy,Avers Ave & Foster Ave,1
snow,weekday,snowy,Avondale Ave & Irving Park Rd,52
snow,weekday,snowy,Baltimore Ave & 133rd St,4
snow,weekday,snowy,Baltimore Ave & 87th St,2
snow,weekday,snowy,Benson Ave & Church St,156
snow,weekday,snowy,Bernard St & Elston Ave,22
snow,weekday,snowy,Bernard St & Peterson Ave,4
snow,weekday,snowy,Bissell St & Armitage Ave*,154
snow,weekday,snowy,Blackstone Ave & 59th St,409
snow,weekday,snowy,Blackstone Ave & Hyde Park Blvd,63
snow,weekday,snowy,Blue Island Ave & 18th St,83
snow,weekday,snowy,Bosworth Ave & Howard St,12
snow,weekday,snowy,Bradley Park,1
snow,weekday,snowy,Broadway & Argyle St,110
snow,weekday,snowy,Broadway & Barry Ave,210
snow,weekday,snowy,Broadway & Belmont Ave,206
snow,weekday,snowy,Broadway & Berwyn Ave,159
snow,weekday,snowy,Broadway & Cornelia Ave,274
snow,weekday,snowy,Broadway & Cuyler Ave,14
snow,weekday,snowy,Broadway & Granville Ave,84
snow,weekday,snowy,Broadway & Oakdale Ave,50
snow,weekday,snowy,Broadway & Ridge Ave,76
snow,weekday,snowy,Broadway & Roscoe Ave,52
snow,weekday,snowy,Broadway & Sheridan Rd,243
snow,weekday,snowy,Broadway & Sunnyside Ave,67
snow,weekday,snowy,Broadway & Thorndale Ave,70
snow,weekday,snowy,Broadway & Waveland Ave,325
snow,weekday,snowy,Broadway & Wilson Ave,174
snow,weekday,snowy,Buckingham Fountain,10
snow,weekday,snowy,Budlong Woods Library,10
snow,weekday,snowy,Burley Ave & 85th St,1
snow,weekday,snowy,Burling St & Diversey Pkwy,201
snow,weekday,snowy,Burling St & Diversey Pkwy*,13
snow,weekday,snowy,Burnham Greenway & 105th St,1
snow,weekday,snowy,Burnham Greenway & 112th St,1
snow,weekday,snowy,Burnham Harbor,31
snow,weekday,snowy,California & 16th St,6
snow,weekday,snowy,California Ave & 21st St,15
snow,weekday,snowy,California Ave & 23rd Pl,6
snow,weekday,snowy,California Ave & 26th St,2
snow,weekday,snowy,California Ave & 36th St,1
snow,weekday,snowy,California Ave & 41st St,2
snow,weekday,snowy,California Ave & Altgeld St,49
snow,weekday,snowy,California Ave & Byron St,25
snow,weekday,snowy,California Ave & Cortez St,74
snow,weekday,snowy,California Ave & Division St,61
snow,weekday,snowy,California Ave & Fletcher St,41
snow,weekday,snowy,California Ave & Francis Pl,58
snow,weekday,snowy,California Ave & Granville Ave,29
snow,weekday,snowy,California Ave & Lake St,18
snow,weekday,snowy,California Ave & Milwaukee Ave,184
snow,weekday,snowy,California Ave & Montrose Ave,41
snow,weekday,snowy,California Ave & North Ave,52
snow,weekday,snowy,California Ave & Touhy Ave,7
snow,weekday,snowy,California Ave & Winona St,10
snow,weekday,snowy,Calumet Ave & 18th St,120
snow,weekday,snowy,Calumet Ave & 21st St,50
snow,weekday,snowy,Calumet Ave & 33rd St,139
snow,weekday,snowy,Calumet Ave & 35th St,20
snow,weekday,snowy,Calumet Ave & 51st St,14
snow,weekday,snowy,Campbell Ave & Augusta Blvd,60
snow,weekday,snowy,Campbell Ave & Fullerton Ave,21
snow,weekday,snowy,Campbell Ave & Irving Park Rd,9
snow,weekday,snowy,Campbell Ave & Montrose Ave,65
snow,weekday,snowy,Campbell Ave & North Ave,128
snow,weekday,snowy,Canal St & Adams St,785
snow,weekday,snowy,Canal St & Harrison St,98
snow,weekday,snowy,Canal St & Jackson Blvd,470
snow,weekday,snowy,Canal St & Lake St,1
snow,weekday,snowy,Canal St & Madison St,1233
snow,weekday,snowy,Canal St & Monroe St,279
snow,weekday,snowy,Canal St & Taylor St,153
snow,weekday,snowy,Cannon Dr & Fullerton Ave,17
snow,weekday,snowy,Carpenter St & Fulton St,106
snow,weekday,snowy,Carpenter St & Huron St,154
snow,weekday,snowy,Central & Elston,1
snow,weekday,snowy,Central Ave & Altgeld St,4
snow,weekday,snowy,Central Ave & Chicago Ave,3
snow,weekday,snowy,Central Ave & Harrison St,3
snow,weekday,snowy,Central Ave & Lake St,1
snow,weekday,snowy,Central Ave & Madison St,1
snow,weekday,snowy,Central Ave & Parker Ave,3
snow,weekday,snowy,Central Ave & Roscoe St,2
snow,weekday,snowy,Central Ave & Wellington Ave,2
snow,weekday,snowy,Central Park & Augusta Blvd,12
snow,weekday,snowy,Central Park Ave & 24th St,2
snow,weekday,snowy,Central Park Ave & Ardmore Ave,4
snow,weekday,snowy,Central Park Ave & Bloomingdale Ave,29
snow,weekday,snowy,Central Park Ave & Elbridge Ave,27
snow,weekday,snowy,Central Park Ave & North Ave,13
snow,weekday,snowy,Central Park Ave & Ogden Ave,10
snow,weekday,snowy,Central Park Ave & Ohio St,3
snow,weekday,snowy,Central Park Blvd & 5th Ave,4
snow,weekday,snowy,Central St & Girard Ave,15
snow,weekday,snowy,Central St Metra,11
snow,weekday,snowy,Cherry Ave & Blackhawk St,33
snow,weekday,snowy,Chicago Ave & Sheridan Rd,116
snow,weekday,snowy,Chicago Ave & Washington St,37
snow,weekday,snowy,Chicago State University,4
snow,weekday,snowy,Christiana Ave & Lawrence Ave,39
snow,weekday,snowy,Cicero Ave & Roscoe Ave,3
snow,weekday,snowy,Cicero Ave & Wrightwood Ave,6
snow,weekday,snowy,Cityfront Plaza Dr & Pioneer Ct,247
snow,weekday,snowy,Claremont Ave & Hirsch St,40
snow,weekday,snowy,Clarendon Ave & Gordon Ter,231
snow,weekday,snowy,Clarendon Ave & Junior Ter,141
snow,weekday,snowy,Clarendon Ave & Leland Ave,128
snow,weekday,snowy,Clark St & 9th St (AMLI),71
snow,weekday,snowy,Clark St & Arlington Pl,107
snow,weekday,snowy,Clark St & Armitage Ave,255
snow,weekday,snowy,Clark St & Berwyn Ave,176
snow,weekday,snowy,Clark St & Bryn Mawr Ave,126
snow,weekday,snowy,Clark St & Chicago Ave,240
snow,weekday,snowy,Clark St & Columbia Ave,45
snow,weekday,snowy,Clark St & Drummond Pl,206
snow,weekday,snowy,Clark St & Eddy St,78
snow,weekday,snowy,Clark St & Elm St,530
snow,weekday,snowy,Clark St & Elmdale Ave,45
snow,weekday,snowy,Clark St & Fletcher St,16
snow,weekday,snowy,Clark St & Grace St,99
snow,weekday,snowy,Clark St & Ida B Wells Dr,231
snow,weekday,snowy,Clark St & Jarvis Ave,15
snow,weekday,snowy,Clark St & Lake St,464
snow,weekday,snowy,Clark St & Leland Ave,122
snow,weekday,snowy,Clark St & Lincoln Ave,270
snow,weekday,snowy,Clark St & Lunt Ave,76
snow,weekday,snowy,Clark St & Montrose Ave,102
snow,weekday,snowy,Clark St & Newport St,211
snow,weekday,snowy,Clark St & North Ave,78
snow,weekday,snowy,Clark St & Schiller St,203
snow,weekday,snowy,Clark St & Schreiber Ave,49
snow,weekday,snowy,Clark St & Touhy Ave,14
snow,weekday,snowy,Clark St & Washington St,32
snow,weekday,snowy,Clark St & Wellington Ave,207
snow,weekday,snowy,Clark St & Winnemac Ave,219
snow,weekday,snowy,Clark St & Wrightwood Ave,264
snow,weekday,snowy,Clark/Newport Corral,6
snow,weekday,snowy,Clark/Racine Corral,3
snow,weekday,snowy,Clifton Ave & Armitage Ave,181
snow,weekday,snowy,Clinton St & 18th St,70
snow,weekday,snowy,Clinton St & Jackson Blvd,856
snow,weekday,snowy,Clinton St & Lake St,642
snow,weekday,snowy,Clinton St & Madison St,973
snow,weekday,snowy,Clinton St & Polk St,23
snow,weekday,snowy,Clinton St & Roosevelt Rd,128
snow,weekday,snowy,Clinton St & Tilden St,187
snow,weekday,snowy,Clinton St & Washington Blvd,1180
snow,weekday,snowy,Clybourn Ave & Division St,140
snow,weekday,snowy,Columbus Ave & 79th St,6
snow,weekday,snowy,Columbus Dr & Randolph St,353
snow,weekday,snowy,Commercial Ave & 130th St,4
snow,weekday,snowy,Commercial Ave & 83rd St,1
snow,weekday,snowy,Commercial Ave & 90th St,1
snow,weekday,snowy,Conservatory Dr & Lake St,11
snow,weekday,snowy,Constance Ave & 95th St,1
snow,weekday,snowy,Cornell Ave & Hyde Park Blvd,125
snow,weekday,snowy,Cottage Grove Ave & 111th Pl,1
snow,weekday,snowy,Cottage Grove Ave & 43rd St,3
snow,weekday,snowy,Cottage Grove Ave & 47th St,12
snow,weekday,snowy,Cottage Grove Ave & 49th St,9
snow,weekday,snowy,Cottage Grove Ave & 51st St,10
snow,weekday,snowy,Cottage Grove Ave & 63rd St,35
snow,weekday,snowy,Cottage Grove Ave & 67th St,8
snow,weekday,snowy,Cottage Grove Ave & 83rd St,3
snow,weekday,snowy,Cottage Grove Ave & Oakwood Blvd,6
snow,weekday,snowy,Cumberland Ave & Catherine Ave,2
snow,weekday,snowy,Daley Center Plaza,599
snow,weekday,snowy,Damen Ave & 51st St,2
snow,weekday,snowy,Damen Ave & 59th St,1
snow,weekday,snowy,Damen Ave & 77th St,4
snow,weekday,snowy,Damen Ave & 81st St,2
snow,weekday,snowy,Damen Ave & 87th St,1
snow,weekday,snowy,Damen Ave & Charleston St,73
snow,weekday,snowy,Damen Ave & Chicago Ave,182
snow,weekday,snowy,Damen Ave & Clybourn Ave,61
snow,weekday,snowy,Damen Ave & Cortland St,131
snow,weekday,snowy,Damen Ave & Cullerton St,31
snow,weekday,snowy,Damen Ave & Division St,109
snow,weekday,snowy,Damen Ave & Evergreen Ave,16
snow,weekday,snowy,Damen Ave & Foster Ave,80
snow,weekday,snowy,Damen Ave & Grand Ave,32
snow,weekday,snowy,Damen Ave & Lake St,79
snow,weekday,snowy,Damen Ave & Leland Ave,92
snow,weekday,snowy,Damen Ave & Madison St,38
snow,weekday,snowy,Damen Ave & Melrose Ave,35
snow,weekday,snowy,Damen Ave & Ohio St,70
snow,weekday,snowy,Damen Ave & Pershing Rd,3
snow,weekday,snowy,Damen Ave & Pierce Ave,199
snow,weekday,snowy,Damen Ave & St Paul Ave,42
snow,weekday,snowy,Damen Ave & Sunnyside Ave,53
snow,weekday,snowy,Damen Ave & Thomas St (Augusta Blvd),108
snow,weekday,snowy,Damen Ave & Wabansia Ave,66
snow,weekday,snowy,Damen Ave & Wellington Ave,50
snow,weekday,snowy,Damen Ave & Wicker Park Ave,34
snow,weekday,snowy,Damen Ave/Coulter St,7
snow,weekday,snowy,Dan Ryan Woods & 83rd St,1
snow,weekday,snowy,Dauphin Ave & 103rd St,3
snow,weekday,snowy,Dauphin Ave & 87th St,1
snow,weekday,snowy,Dayton St & North Ave,185
snow,weekday,snowy,Dearborn Pkwy & Delaware Pl,385
snow,weekday,snowy,Dearborn St & Adams St,364
snow,weekday,snowy,Dearborn St & Adams St Corral,2
snow,weekday,snowy,Dearborn St & Division St,104
snow,weekday,snowy,Dearborn St & Erie St,425
snow,weekday,snowy,Dearborn St & Madison St,167
snow,weekday,snowy,Dearborn St & Maple St,160
snow,weekday,snowy,Dearborn St & Monroe St,293
snow,weekday,snowy,Dearborn St & Van Buren St,154
snow,weekday,snowy,Dearborn St & Washington St,54
snow,weekday,snowy,Delano Ct & Roosevelt Rd,92
snow,weekday,snowy,Desplaines St & Jackson Blvd,315
snow,weekday,snowy,Desplaines St & Kinzie St,467
snow,weekday,snowy,Desplaines St & Randolph St,131
snow,weekday,snowy,Dodge Ave & Church St,21
snow,weekday,snowy,Dodge Ave & Main St,13
snow,weekday,snowy,Dodge Ave & Mulford St,10
snow,weekday,snowy,Dorchester Ave & 49th St,26
snow,weekday,snowy,Dorchester Ave & 53rd St,64
snow,weekday,snowy,Dorchester Ave & 63rd St,14
snow,weekday,snowy,Drake Ave & Addison St,32
snow,weekday,snowy,Drake Ave & Montrose Ave,11
snow,weekday,snowy,Drexel Ave & 60th St,157
snow,weekday,snowy,DuSable Lake Shore Dr & Belmont Ave,118
snow,weekday,snowy,DuSable Lake Shore Dr & Diversey Pkwy,66
snow,weekday,snowy,DuSable Lake Shore Dr & Monroe St,72
snow,weekday,snowy,DuSable Lake Shore Dr & North Blvd,67
snow,weekday,snowy,DuSable Lake Shore Dr & Wellington Ave,95
snow,weekday,snowy,DuSable Museum,9
snow,weekday,snowy,Dusable Harbor,50
snow,weekday,snowy,Eastlake Ter & Howard St,14
snow,weekday,snowy,Eberhart Ave & 61st St,1
snow,weekday,snowy,Eckhart Park,132
snow,weekday,snowy,Eddy/Seminary Corral,4
snow,weekday,snowy,Edgebrook Metra,2
snow,weekday,snowy,Eggleston Ave & 115th St,1
snow,weekday,snowy,Eggleston Ave & 69th St,2
snow,weekday,snowy,Eggleston Ave & 92nd St,1
snow,weekday,snowy,Elizabeth St & Fulton St,214
snow,weekday,snowy,Elizabeth St & Randolph St,294
snow,weekday,snowy,Ellis Ave & 53rd St,190
snow,weekday,snowy,Ellis Ave & 55th St,536
snow,weekday,snowy,Ellis Ave & 58th St,329
snow,weekday,snowy,Ellis Ave & 60th St,620
snow,weekday,snowy,Ellis Ave & 83rd St,1
snow,weekday,snowy,Elmwood Ave & Austin St,6
snow,weekday,snowy,Elston Ave & Carmen Ave,5
snow,weekday,snowy,Elston Ave & Cortland St,285
snow,weekday,snowy,Elston Ave & George St,20
snow,weekday,snowy,Elston Ave & Henderson St,10
snow,weekday,snowy,Elston Ave & Wabansia Ave,38
snow,weekday,snowy,Emerald Ave & 28th St,39
snow,weekday,snowy,Emerald Ave & 31st St,82
snow,weekday,snowy,Evans Ave & 75th St,3
snow,weekday,snowy,Evanston Civic Center,38
snow,weekday,snowy,Ewing Ave & 106th St,1
snow,weekday,snowy,Ewing Ave & Burnham Greenway,1
snow,weekday,snowy,Exchange Ave & 79th St,1
snow,weekday,snowy,Fairbanks Ct & Grand Ave,310
snow,weekday,snowy,Fairbanks St & Superior St,189
snow,weekday,snowy,Fairfield Ave & 44th St,2
snow,weekday,snowy,Fairfield Ave & Pratt Blvd,4
snow,weekday,snowy,Fairfield Ave & Roosevelt Rd,2
snow,weekday,snowy,Farragut Ave & Central Ave,5
snow,weekday,snowy,Federal St & Polk St,376
snow,weekday,snowy,Field Blvd & South Water St,222
snow,weekday,snowy,Field Museum,30
snow,weekday,snowy,Financial Pl & Ida B Wells Dr,297
snow,weekday,snowy,Fort Dearborn Dr & 31st St,4
snow,weekday,snowy,Fort Dearborn Dr & 31st St*,8
snow,weekday,snowy,Francisco Ave & 47th St,1
snow,weekday,snowy,Francisco Ave & Bloomingdale Ave,12
snow,weekday,snowy,Francisco Ave & Chicago Ave,41
snow,weekday,snowy,Francisco Ave & Foster Ave,40
snow,weekday,snowy,Francisco Ave & Hollywood Ave,2
snow,weekday,snowy,Francisco Ave & Montrose Ave,14
snow,weekday,snowy,Franklin St & Adams St,216
snow,weekday,snowy,Franklin St & Adams St (Temp),164
snow,weekday,snowy,Franklin St & Adams St Corral,39
snow,weekday,snowy,Franklin St & Chicago Ave,248
snow,weekday,snowy,Franklin St & Chicago Ave*,65
snow,weekday,snowy,Franklin St & Illinois St,320
snow,weekday,snowy,Franklin St & Jackson Blvd,406
snow,weekday,snowy,Franklin St & Lake St,415
snow,weekday,snowy,Franklin St & Madison St,49
snow,weekday,snowy,Franklin St & Monroe St,597
snow,weekday,snowy,Franklin St & Washington St,139
snow,weekday,snowy,Fulton Market,130
snow,weekday,snowy,Glenwood Ave & Morse Ave,98
snow,weekday,snowy,Glenwood Ave & Touhy Ave,32
snow,weekday,snowy,Grace St & Central Ave,2
snow,weekday,snowy,Grace St & Cicero Ave,5
snow,weekday,snowy,Grace/Sheffield Corral,2
snow,weekday,snowy,Granville Ave & Clark St,10
snow,weekday,snowy,Granville Ave & Pulaski Rd,1
snow,weekday,snowy,Green St & Chicago Ave,80
snow,weekday,snowy,Green St & Lake St,51
snow,weekday,snowy,Green St & Madison St,420
snow,weekday,snowy,Green St & Randolph St*,154
snow,weekday,snowy,Green St & Washington Blvd,132
snow,weekday,snowy,Greenview Ave & Diversey Pkwy,69
snow,weekday,snowy,Greenview Ave & Fullerton Ave,149
snow,weekday,snowy,Greenview Ave & Jarvis Ave,60
snow,weekday,snowy,Greenwood Ave & 47th St,44
snow,weekday,snowy,Griffin Museum of Science and Industry,42
snow,weekday,snowy,Halsted St & 104th St,3
snow,weekday,snowy,Halsted St & 18th St,77
snow,weekday,snowy,Halsted St & 21st St,39
snow,weekday,snowy,Halsted St & 35th St,43
snow,weekday,snowy,Halsted St & 37th St,20
snow,weekday,snowy,Halsted St & 47th Pl,5
snow,weekday,snowy,Halsted St & 51st St,7
snow,weekday,snowy,Halsted St & 56th St,1
snow,weekday,snowy,Halsted St & 63rd St,5
snow,weekday,snowy,Halsted St & 69th St,14
snow,weekday,snowy,Halsted St & 73rd St,7
snow,weekday,snowy,Halsted St & 78th St,2
snow,weekday,snowy,Halsted St & 83rd St,1
snow,weekday,snowy,Halsted St & 96th St,12
snow,weekday,snowy,Halsted St & Archer Ave,56
snow,weekday,snowy,Halsted St & Armitage Ave,78
snow,weekday,snowy,Halsted St & Belden St,49
snow,weekday,snowy,Halsted St & Clybourn Ave,328
snow,weekday,snowy,Halsted St & Court Pl,9
snow,weekday,snowy,Halsted St & Dickens Ave,111
snow,weekday,snowy,Halsted St & Dickens Ave*,39
snow,weekday,snowy,Halsted St & Fulton St,210
snow,weekday,snowy,Halsted St & Lake St,34
snow,weekday,snowy,Halsted St & Maxwell St,179
snow,weekday,snowy,Halsted St & Melrose St,42
snow,weekday,snowy,Halsted St & North Branch St,19
snow,weekday,snowy,Halsted St & Polk St,332
snow,weekday,snowy,Halsted St & Roosevelt Rd,181
snow,weekday,snowy,Halsted St & Roscoe St,208
snow,weekday,snowy,Halsted St & Willow St,123
snow,weekday,snowy,Halsted St & Wrightwood Ave,208
snow,weekday,snowy,Hamlin Ave & Grand Ave,2
snow,weekday,snowy,Hampden Ct & Diversey Ave,26
snow,weekday,snowy,Hampden Ct & Diversey Pkwy,72
snow,weekday,snowy,Harding Ave & 26th St,3
snow,weekday,snowy,Harding Ave & Chicago Ave,6
snow,weekday,snowy,Harding Ave & Division St,3
snow,weekday,snowy,Harlem Ave & Bloomingdale Ave,1
snow,weekday,snowy,Harlem Ave & Irving Park Rd,1
snow,weekday,snowy,Harper Ave & 55th St,75
snow,weekday,snowy,Harper Ave & 59th St,69
snow,weekday,snowy,Hastings St Depot LWS,7
snow,weekday,snowy,Hegewisch Metra Station,1
snow,weekday,snowy,Hermitage Ave & Polk St,184
snow,weekday,snowy,Higgins Ave & Austin Ave,5
snow,weekday,snowy,Homan Ave & 26th St,2
snow,weekday,snowy,Homan Ave & Arthington Ave,1
snow,weekday,snowy,Homan Ave & Fillmore St,1
snow,weekday,snowy,Honore St & Division St,171
snow,weekday,snowy,Houston Ave & 92nd St,1
snow,weekday,snowy,Hoyne Ave & 34th St,1
snow,weekday,snowy,Hoyne Ave & 47th St,19
snow,weekday,snowy,Hoyne Ave & Balmoral Ave,57
snow,weekday,snowy,Hubbard St Depot,5
snow,weekday,snowy,Hudson Ave & Armitage Ave,61
snow,weekday,snowy,Humboldt Blvd & Armitage Ave,52
snow,weekday,snowy,Hyacinth Ave & Milwaukee Ave,1
snow,weekday,snowy,Indiana Ave & 26th St,37
snow,weekday,snowy,Indiana Ave & 31st St,38
snow,weekday,snowy,Indiana Ave & 40th St,3
snow,weekday,snowy,Indiana Ave & Roosevelt Rd,323
snow,weekday,snowy,Jefferson St & Monroe St,159
snow,weekday,snowy,Jeffery Blvd & 67th St,10
snow,weekday,snowy,Jeffery Blvd & 71st St,3
snow,weekday,snowy,Jeffery Blvd & 76th St,2
snow,weekday,snowy,Karlov Ave & Armitage Ave,41
snow,weekday,snowy,Karlov Ave & Fillmore St,1
snow,weekday,snowy,Karlov Ave & Lawrence Ave,5
snow,weekday,snowy,Kedvale Ave & Peterson Ave,2
snow,weekday,snowy,Kedzie Ave & 21st St,18
snow,weekday,snowy,Kedzie Ave & 24th St,2
snow,weekday,snowy,Kedzie Ave & 38th Pl,3
snow,weekday,snowy,Kedzie Ave & 45th St,2
snow,weekday,snowy,Kedzie Ave & 48th Pl,14
snow,weekday,snowy,Kedzie Ave & 54th Pl,1
snow,weekday,snowy,Kedzie Ave & 57th St,6
snow,weekday,snowy,Kedzie Ave & 60th St,2
snow,weekday,snowy,Kedzie Ave & 66th Pl,1
snow,weekday,snowy,Kedzie Ave & Archer Ave,3
snow,weekday,snowy,Kedzie Ave & Armitage Ave,36
snow,weekday,snowy,Kedzie Ave & Bryn Mawr Ave,15
snow,weekday,snowy,Kedzie Ave & Chicago Ave,12
snow,weekday,snowy,Kedzie Ave & Foster Ave,22
snow,weekday,snowy,Kedzie Ave & George St,16
snow,weekday,snowy,Kedzie Ave & Lake St,7
snow,weekday,snowy,Kedzie Ave & Leland Ave,41
snow,weekday,snowy,Kedzie Ave & Milwaukee Ave,165
snow,weekday,snowy,Kedzie Ave & Palmer Ct,73
snow,weekday,snowy,Kedzie Ave & Redfield Dr,1
snow,weekday,snowy,Kedzie Ave & Roosevelt Rd,1
snow,weekday,snowy,Keeler Ave & Carmen Ave,2
snow,weekday,snowy,Keeler Ave & Roosevelt Rd,1
snow,weekday,snowy,Kenmore Ave & School St,12
snow,weekday,snowy,Kenneth Ave & Lawrence Ave,13
snow,weekday,snowy,Kenosha Ave & Wellington Ave,4
snow,weekday,snowy,Kenwood Ave & 57th St,43
snow,weekday,snowy,Keystone Ave & Fullerton Ave,34
snow,weekday,snowy,Keystone Ave & Montrose Ave,13
snow,weekday,snowy,Kilbourn Ave & 49th St,2
snow,weekday,snowy,Kilbourn Ave & Belden Ave,20
snow,weekday,snowy,Kilbourn Ave & Diversey Ave,14
snow,weekday,snowy,Kilbourn Ave & Irving Park Rd,5
snow,weekday,snowy,Kilbourn Ave & Milwaukee Ave,14
snow,weekday,snowy,Kilbourn Ave & Roscoe St,2
snow,weekday,snowy,Kildare Ave & 47th St,1
snow,weekday,snowy,Kildare Ave & 55th St,3
snow,weekday,snowy,Kildare Ave & Archer Ave,2
snow,weekday,snowy,Kildare Ave & Division St,5
snow,weekday,snowy,Kildare Ave & Montrose Ave,6
snow,weekday,snowy,Kildare Ave & North Ave,4
snow,weekday,snowy,Kilpatrick Ave & Grand Ave,5
snow,weekday,snowy,Kilpatrick Ave & Parker Ave,2
snow,weekday,snowy,Kimball Ave & Belmont Ave,58
snow,weekday,snowy,Kimbark Ave & 53rd St,326
snow,weekday,snowy,Kingsbury St & Erie St,555
snow,weekday,snowy,Kingsbury St & Kinzie St,1092
snow,weekday,snowy,Kingsbury St & Kinzie St 1,64
snow,weekday,snowy,Kingsbury St & Kinzie St 2,63
snow,weekday,snowy,Knox Ave & Montrose Ave,11
snow,weekday,snowy,Komensky Ave & 31st St,8
snow,weekday,snowy,Komensky Ave & 47th St,9
snow,weekday,snowy,Komensky Ave & 55th St,1
snow,weekday,snowy,Kosciuszko Park,33
snow,weekday,snowy,Kostner Ave & Belmont Ave,3
snow,weekday,snowy,Kostner Ave & Devon Ave,1
snow,weekday,snowy,Kostner Ave & Wrightwood Ave,15
snow,weekday,snowy,LaSalle Dr & Huron St,212
snow,weekday,snowy,LaSalle St & Adams St,113
snow,weekday,snowy,LaSalle St & Adams St Corral,13
snow,weekday,snowy,LaSalle St & Calhoun Pl,89
snow,weekday,snowy,LaSalle St & Calhoun Pl Corral,36
snow,weekday,snowy,LaSalle St & Illinois St,362
snow,weekday,snowy,LaSalle St & Jackson Blvd,595
snow,weekday,snowy,LaSalle St & Jackson Blvd Corral,5
snow,weekday,snowy,LaSalle St & Washington St,237
snow,weekday,snowy,Laflin St & 115th St,1
snow,weekday,snowy,Laflin St & Cullerton St,58
snow,weekday,snowy,Lake Park Ave & 35th St,14
snow,weekday,snowy,Lake Park Ave & 47th St,44
