removed_station,removed_lat,removed_lng,removed_total_returns,removed_weekday_returns,removed_weekend_returns,removed_weekend_share,original_l1,l1_after_removal,delta_l1,original_tourism_diff,tourism_diff_after_removal,delta_tourism_diff,original_food_drink_diff,food_drink_diff_after_removal,delta_food_drink_diff,original_office_diff,office_diff_after_removal,delta_office_diff,original_transit_diff,transit_diff_after_removal,delta_transit_diff
Clinton St & Jackson Blvd,41.87831662050808,-87.64098109175531,23715.0,21413.0,2302.0,0.09706936538056082,0.12306125346782058,0.12453712235351957,0.0014758688856989916,0.035547182136449876,0.034770340894991814,-0.0007768412414580622,-0.04355681332056366,-0.044663395153907604,-0.0011065818333439448,-0.013523902927543213,-0.013200976969120627,0.00032292595842258603,0.024842316309216572,0.027148670907856776,0.0023063545986402034
Clinton St & Lake St,41.885637,-87.641823,18061.0,15088.0,2973.0,0.16460882564642046,0.12306125346782058,0.1222802837108463,-0.0007809697569742813,0.035547182136449876,0.03566542022266196,0.00011823808621208576,-0.04355681332056366,-0.042781636158165604,0.0007751771623980552,-0.013523902927543213,-0.013753375294513835,-0.00022947236697062195,0.024842316309216572,0.02381625475984278,-0.0010260615493737912
Clinton St & Madison St,41.88275006331282,-87.64119022354309,29161.0,25104.0,4057.0,0.1391241726964096,0.12306125346782058,0.121527673011837,-0.001533580455983577,0.035547182136449876,0.03533311353597837,-0.00021406860047150367,-0.04355681332056366,-0.04223433875600335,0.0013224745645603053,-0.013523902927543213,-0.013942535781678998,-0.00041863285413578505,0.024842316309216572,0.025052074441158534,0.0002097581319419617
Clinton St & Washington Blvd,41.883378993326986,-87.64117008864396,30589.0,29100.0,1489.0,0.048677629213115824,0.12306125346782058,0.11963167359311387,-0.003429579874706712,0.035547182136449876,0.03478759374121618,-0.0007595883952336985,-0.04355681332056366,-0.041165992265002505,0.002390821055561154,-0.013523902927543213,-0.013886131943207404,-0.0003622290156641908,0.024842316309216572,0.025028243055340682,0.00018592674612410987
Columbus Dr & Randolph St,41.884728,-87.619521,19286.0,14610.0,4676.0,0.24245566732344706,0.12306125346782058,0.12454029798896203,0.0014790445211414482,0.035547182136449876,0.03601150180805297,0.0004643196716030973,-0.04355681332056366,-0.044236534097240765,-0.0006797207766771063,-0.013523902927543213,-0.01357374443336766,-4.9841505824446686e-05,0.024842316309216572,0.025325249617922485,0.0004829333087059129
Daley Center Plaza,41.88424087537072,-87.62963348535213,21515.0,18249.0,3266.0,0.15180106902161283,0.12306125346782058,0.12469257320696378,0.0016313197391431972,0.035547182136449876,0.035376841244824916,-0.00017034089162495936,-0.04355681332056366,-0.044997661354069185,-0.0014408480335055263,-0.013523902927543213,-0.012859069957293613,0.0006648329702496,0.024842316309216572,0.02589737303447931,0.0010550567252627374
Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,21481.0,15557.0,5924.0,0.275778595037475,0.12306125346782058,0.12482959539859059,0.0017683419307700093,0.035547182136449876,0.03617983486805143,0.0006326527316015546,-0.04355681332056366,-0.04420658446958459,-0.0006497711490209279,-0.013523902927543213,-0.013697679511582822,-0.00017377658403960883,0.024842316309216572,0.025140561847418308,0.0002982455382017357
Dearborn St & Erie St,41.893992,-87.629318,22070.0,16058.0,6012.0,0.272405980969642,0.12306125346782058,0.12519419275642896,0.0021329392886083737,0.035547182136449876,0.036144657284577775,0.0005974751481278989,-0.04355681332056366,-0.04435951412436834,-0.000802700803804679,-0.013523902927543213,-0.01372026072370118,-0.0001963577961579671,0.024842316309216572,0.025269892356352186,0.0004275760471356138
Dearborn St & Monroe St,41.881319815,-87.6295209193,15747.0,13388.0,2359.0,0.14980631231345654,0.12306125346782058,0.12314393558668432,8.268211886373888e-05,0.035547182136449876,0.03537720181900153,-0.00016998031744834552,-0.04355681332056366,-0.0439903227096044,-0.00043350938904074265,-0.013523902927543213,-0.013052327808945361,0.00047157511859785214,0.024842316309216572,0.02490706497817563,6.474866895905818e-05
Desplaines St & Kinzie St,41.888716036,-87.6444478533,19655.0,14298.0,5357.0,0.2725515136097685,0.12306125346782058,0.12481359232578412,0.0017523388579635396,0.035547182136449876,0.03610106118458023,0.000553879048130354,-0.04355681332056366,-0.04422078296106374,-0.0006639696405000839,-0.013523902927543213,-0.013690908065449689,-0.00016700513790647575,0.024842316309216572,0.025164208282571265,0.0003218919733546932
DuSable Lake Shore Dr & Monroe St,41.880958,-87.616743,37916.0,20698.0,17218.0,0.45410908323662835,0.12306125346782058,0.10653582398592906,-0.01652542948189152,0.035547182136449876,0.03248329421609024,-0.003063887920359637,-0.04355681332056366,-0.03653902012668975,0.007017793193873911,-0.013523902927543213,-0.012930342931306363,0.0005935599962368504,0.024842316309216572,0.014833666690059588,-0.010008649619156984
DuSable Lake Shore Dr & North Blvd,41.911722,-87.626804,34670.0,19730.0,14940.0,0.4309201038361696,0.12306125346782058,0.11027512525483915,-0.012786128212981432,0.035547182136449876,0.029929115744180113,-0.005618066392269763,-0.04355681332056366,-0.0380999419299744,0.005456871390589257,-0.013523902927543213,-0.013092928989017615,0.0004309739385255987,0.024842316309216572,0.02023104089900607,-0.0046112754102105025
Dusable Harbor,41.88697599432289,-87.61281299950515,20493.0,11732.0,8761.0,0.4275118333089348,0.12306125346782058,0.1158959418278192,-0.007165311640001379,0.035547182136449876,0.02946360827582964,-0.006083573860620237,-0.04355681332056366,-0.04049451952295896,0.0030622937976046982,-0.013523902927543213,-0.013286861064237952,0.00023704186330526095,0.024842316309216572,0.02742629282046377,0.002583976511247199
Fairbanks Ct & Grand Ave,41.89184737210993,-87.62058019638062,15779.0,11156.0,4623.0,0.29298434628303444,0.12306125346782058,0.12494425661750602,0.0018830031496854388,0.035547182136449876,0.03605360343791027,0.0005064213014603913,-0.04355681332056366,-0.04419650978399836,-0.0006396964634347024,-0.013523902927543213,-0.013690034019209783,-0.00016613109166657009,0.024842316309216572,0.025228434733636285,0.00038611842441971245
Federal St & Polk St,41.87207763285,-87.6295437729,15995.0,11632.0,4363.0,0.27277274148171304,0.12306125346782058,0.1245378849799689,0.001476631512148316,0.035547182136449876,0.035990557401344186,0.00044337526489431067,-0.04355681332056366,-0.0440643247360174,-0.000507511415453743,-0.013523902927543213,-0.013659050086563408,-0.00013514715902019497,0.024842316309216572,0.025120932298148324,0.0002786159889317519
Field Blvd & South Water St,41.88634906269,-87.6175165471,12514.0,8408.0,4106.0,0.32811251398433755,0.12306125346782058,0.12519060520853226,0.002129351740711674,0.035547182136449876,0.035917814518925284,0.0003706323824754082,-0.04355681332056366,-0.04428353347888425,-0.0007267201583205929,-0.013523902927543213,-0.013662183201795165,-0.00013828027425195205,0.024842316309216572,0.025142321611276663,0.00030000530206009124
Field Museum,41.8653120005395,-87.61786701481803,10128.0,5521.0,4607.0,0.4548775671406003,0.12306125346782058,0.11885823114680172,-0.004203022321018865,0.035547182136449876,0.0326233896183466,-0.002923792518103277,-0.04355681332056366,-0.04177063682222626,0.0017861764983373996,-0.013523902927543213,-0.013374292968800792,0.00014960995874242072,0.024842316309216572,0.024435786199262455,-0.0004065301099541174
Franklin St & Illinois St,41.89102335487364,-87.63548087376064,12897.0,9513.0,3384.0,0.26238660153524074,0.12306125346782058,0.12414514102095321,0.0010838875531326286,0.035547182136449876,0.035859319312107105,0.00031213717565722887,-0.04355681332056366,-0.04393579701667488,-0.0003789836961112236,-0.013523902927543213,-0.013645341491865859,-0.00012143856432264566,0.024842316309216572,0.025054880556363623,0.00021256424714705124
Franklin St & Jackson Blvd,41.87770795589999,-87.6353211408,14886.0,12118.0,2768.0,0.1859465269380626,0.12306125346782058,0.12349021796820546,0.0004289645003848763,0.035547182136449876,0.03575400407403363,0.00020682193758375655,-0.04355681332056366,-0.04358916638522603,-3.2353064662371533e-05,-0.013523902927543213,-0.013631354362925521,-0.00010745143538230806,0.024842316309216572,0.024937004078838865,9.468776962229253e-05
Franklin St & Lake St,41.885837,-87.63549999999998,13102.0,11187.0,1915.0,0.1461608914669516,0.12306125346782058,0.12103431268026538,-0.0020269407875552065,0.035547182136449876,0.03591820576621929,0.0003710236297694153,-0.04355681332056366,-0.042996028990985424,0.0005607843295782344,-0.013523902927543213,-0.012871987837274747,0.0006519150902684658,0.024842316309216572,0.02393932969667567,-0.0009029866125409014
Franklin St & Monroe St,41.88031616332084,-87.63518440237203,19477.0,18703.0,774.0,0.03973917954510448,0.12306125346782058,0.11905896446273159,-0.004002289005088991,0.035547182136449876,0.03537584666616392,-0.00017133547028595764,-0.04355681332056366,-0.042279277250768244,0.0012775360697954152,-0.013523902927543213,-0.012714210979607739,0.0008096919479354744,0.024842316309216572,0.02351085246659662,-0.001331463842619951
Green St & Madison St,41.88185932803824,-87.64926373958588,18076.0,13280.0,4796.0,0.2653241867669838,0.12306125346782058,0.12462445773095648,0.0015632042631359006,0.035547182136449876,0.03600486818163273,0.00045768604518285627,-0.04355681332056366,-0.04410501127816485,-0.000548197957601193,-0.013523902927543213,-0.013697094263246359,-0.00017319133570314546,0.024842316309216572,0.02516724290554606,0.00032492659632948895
Halsted St & Clybourn Ave,41.909668,-87.648128,16919.0,12290.0,4629.0,0.27359773036231455,0.12306125346782058,0.12442460340399578,0.0013633499361751927,0.035547182136449876,0.03602964720623497,0.00048246506978509573,-0.04355681332056366,-0.04402462502229032,-0.0004678117017266614,-0.013523902927543213,-0.01367700977518995,-0.0001531068476467376,0.024842316309216572,0.025106912708407036,0.0002645963991904643
Halsted St & Fulton St,41.88685835666811,-87.64802209919087,13842.0,10542.0,3300.0,0.23840485478977028,0.12306125346782058,0.12323818179038312,0.000176928322562539,0.035547182136449876,0.03577782280797916,0.0002306406715292808,-0.04355681332056366,-0.043551709245230386,5.1040753332731725e-06,-0.013523902927543213,-0.01366037817178084,-0.00013647524423762714,0.024842316309216572,0.02477358767043114,-6.872863878543134e-05
Indiana Ave & Roosevelt Rd,41.86788801019692,-87.6230410031074,20968.0,13985.0,6983.0,0.33303128576879054,0.12306125346782058,0.12349552192355615,0.00043426845573556194,0.035547182136449876,0.03635069765336256,0.000803515516912684,-0.04355681332056366,-0.04384293501314518,-0.0002861216925815202,-0.013523902927543213,-0.013538321991805956,-1.4419064262742587e-05,0.024842316309216572,0.024541986405910765,-0.0003003299033058071
Kingsbury St & Erie St,41.8939139,-87.6417358,19084.0,14745.0,4339.0,0.22736323621882204,0.12306125346782058,0.12214432024075689,-0.000916933227063696,0.035547182136449876,0.035757440638734275,0.00021025850228439946,-0.04355681332056366,-0.043805191745038996,-0.0002483784244753373,-0.013523902927543213,-0.013055074467255741,0.0004688284602874723,0.024842316309216572,0.02423848715085891,-0.0006038291583576605
Kingsbury St & Kinzie St,41.889172621529056,-87.63849963502554,40013.0,31094.0,8919.0,0.22290255666908254,0.12306125346782058,0.12432689757265325,0.0012656441048326666,0.035547182136449876,0.03644021849991956,0.0008930363634696847,-0.04355681332056366,-0.043801598219794624,-0.00024478489923096536,-0.013523902927543213,-0.013869541210723885,-0.00034563828318067216,0.024842316309216572,0.02433263734342711,-0.0005096789657894618
LaSalle St & Illinois St,41.890762,-87.631697,19512.0,14260.0,5252.0,0.2691676916769168,0.12306125346782058,0.12494145234177943,0.0018801988739588493,0.035547182136449876,0.0360566346701261,0.0005094525336762218,-0.04355681332056366,-0.044258772437764105,-0.0007019591172004458,-0.013523902927543213,-0.013707310481484096,-0.00018340755394088276,0.024842316309216572,0.025237576048288635,0.00039525973907206247
LaSalle St & Jackson Blvd,41.878166,-87.631929,14806.0,13930.0,876.0,0.059165203295961095,0.12306125346782058,0.12215848268634934,-0.000902770781471246,0.035547182136449876,0.035491632733992376,-5.554940245749984e-05,-0.04355681332056366,-0.04365149218651365,-9.467886594999309e-05,-0.013523902927543213,-0.012700519391619577,0.0008233835359236358,0.024842316309216572,0.025321005168933486,0.00047868885971691366
Larrabee St & Kingsbury St,41.897764,-87.642884,18218.0,15621.0,2597.0,0.1425513228674937,0.12306125346782058,0.12287069875405864,-0.00019055471376194788,0.035547182136449876,0.035164890340212834,-0.00038229179623704146,-0.04355681332056366,-0.044151182971958525,-0.000594369651394866,-0.013523902927543213,-0.013504199088142824,1.9703839400388862e-05,0.024842316309216572,0.023659831288807553,-0.0011824850204090187
Loomis St & Lexington St,41.87222873224032,-87.66136385500431,12270.0,9240.0,3030.0,0.2469437652811736,0.12306125346782058,0.12442526790654697,0.0013640144387263853,0.035547182136449876,0.03590278812611522,0.0003556059896653446,-0.04355681332056366,-0.04416481187686433,-0.0006079985563006707,-0.013523902927543213,-0.013667698072180136,-0.0001437951446369226,0.024842316309216572,0.02529447270691859,0.0004521563977020193
McClurg Ct & Erie St,41.89450300000001,-87.617854,13585.0,10746.0,2839.0,0.2089804931910195,0.12306125346782058,0.12373719886790681,0.0006759454000862253,0.035547182136449876,0.03573365124036393,0.00018646910391405258,-0.04355681332056366,-0.04394203250003498,-0.0003852191794713189,-0.013523902927543213,-0.013748997157186131,-0.00022509422964291786,0.024842316309216572,0.025133053575173092,0.00029073726595651994
McClurg Ct & Ohio St,41.892592119709725,-87.61728912591934,21954.0,15303.0,6651.0,0.3029516261273572,0.12306125346782058,0.12501995653425468,0.0019587030664341004,0.035547182136449876,0.03622965705911736,0.0006824749226674864,-0.04355681332056366,-0.044262026539587884,-0.0007052132190242255,-0.013523902927543213,-0.013624408719056687,-0.00010050579151347355,0.024842316309216572,0.025155383563259193,0.0003130672540426205
Michigan Ave & 8th St,41.87277296771354,-87.62398098838872,16047.0,9895.0,6152.0,0.38337383934691843,0.12306125346782058,0.12530468701579905,0.002243433547978471,0.035547182136449876,0.0363620349270542,0.0008148527906043229,-0.04355681332056366,-0.04476172054128241,-0.0012049072207187539,-0.013523902927543213,-0.013431572129968206,9.233079757500762e-05,0.024842316309216572,0.024852819515835733,1.0503206619161265e-05
Michigan Ave & Jackson Blvd,41.87834559823754,-87.62415080552178,11518.0,7903.0,3615.0,0.3138565723215836,0.12306125346782058,0.12428828096213304,0.0012270274943124576,0.035547182136449876,0.035746882824380224,0.00019970068793034867,-0.04355681332056366,-0.043954552339646624,-0.0003977390190829655,-0.013523902927543213,-0.013721698575801983,-0.0001977956482587702,0.024842316309216572,0.025168443138941232,0.00032612682972466
Michigan Ave & Lake St,41.886022,-87.624398,18948.0,14404.0,4544.0,0.2398142284146084,0.12306125346782058,0.12406921718443359,0.0010079637166130057,0.035547182136449876,0.035957812070915515,0.00041062993446563945,-0.04355681332056366,-0.04394998624160795,-0.0003931729210442936,-0.013523902927543213,-0.01357712181309724,-5.321888555402665e-05,0.024842316309216572,0.024930498644951227,8.81823357346545e-05
Michigan Ave & Oak St,41.90096039009614,-87.62377663865593,34628.0,21157.0,13471.0,0.38902044588194523,0.12306125346782058,0.13459755760118913,0.01153630413336855,0.035547182136449876,0.037752433558099305,0.002205251421649429,-0.04355681332056366,-0.04284658658614654,0.0007102267344171187,-0.013523902927543213,-0.013831628261658235,-0.0003077253341150221,0.024842316309216572,0.029546345242495275,0.004704028933278703
Michigan Ave & Washington St,41.88398406449815,-87.62468397185215,21821.0,16265.0,5556.0,0.2546171119563723,0.12306125346782058,0.12479321689228152,0.0017319634244609416,0.035547182136449876,0.0360559646780214,0.000508782541571523,-0.04355681332056366,-0.044190481725110864,-0.0006336684045472052,-0.013523902927543213,-0.013707492197749395,-0.0001835892702061817,0.024842316309216572,0.02514019522881772,0.00029787891960114665
Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258,14415.0,10250.0,4165.0,0.28893513701005896,0.12306125346782058,0.12410603902120017,0.0010447855533795847,0.035547182136449876,0.0359800417528795,0.00043285961642962334,-0.04355681332056366,-0.04395412312189201,-0.00039730980132834937,-0.013523902927543213,-0.013640164307843441,-0.00011626138030022826,0.024842316309216572,0.025244099129843267,0.0004017828206266949
Mies van der Rohe Way & Chicago Ave,41.89694462637082,-87.62175768613815,12498.0,9251.0,3247.0,0.25980156825092016,0.12306125346782058,0.12418042886343608,0.0011191753956154987,0.035547182136449876,0.03585257890272148,0.00030539676627160117,-0.04355681332056366,-0.043956246575725944,-0.0003994332551622848,-0.013523902927543213,-0.01364127065840249,-0.00011736773085927604,0.024842316309216572,0.025058031006824355,0.00021571469760778283
Millennium Park,41.8810317,-87.62408432,27485.0,17129.0,10356.0,0.37678733854829904,0.12306125346782058,0.1276154394837509,0.004554186015930314,0.035547182136449876,0.036385240151368695,0.0008380580149188188,-0.04355681332056366,-0.04526646172363924,-0.001709648403075581,-0.013523902927543213,-0.0139089454628094,-0.00038504253526618765,0.024842316309216572,0.027296961303104106,0.0024546449938875337
Morgan St & Polk St,41.871737,-87.65103,10830.0,9246.0,1584.0,0.14626038781163436,0.12306125346782058,0.12397603463515108,0.0009147811673305001,0.035547182136449876,0.03702478247698776,0.0014776003405378851,-0.04355681332056366,-0.043584970971010994,-2.8157650447335758e-05,-0.013523902927543213,-0.013788979198649208,-0.0002650762711059948,0.024842316309216572,0.024197854478671177,-0.0006444618305453953
Navy Pier,41.892278,-87.612043,34777.0,19160.0,15617.0,0.4490611611122293,0.12306125346782058,0.11763719961830374,-0.005424053849516844,0.035547182136449876,0.03437938204371292,-0.0011678000927369536,-0.04355681332056366,-0.04193653278670284,0.0016202805338608184,-0.013523902927543213,-0.013007012652756701,0.000516890274786512,0.024842316309216572,0.021316465702685305,-0.0035258506065312667
New St & Illinois St,41.89084704062381,-87.61861681938171,20293.0,13869.0,6424.0,0.3165623614054107,0.12306125346782058,0.12540285064367263,0.002341597175852042,0.035547182136449876,0.03620821557049622,0.0006610334340463458,-0.04355681332056366,-0.04440147791775623,-0.0008446645971925681,-0.013523902927543213,-0.013707063373282882,-0.00018316044573966905,0.024842316309216572,0.02541291718984129,0.0005706008806247165
Orleans St & Merchandise Mart Plaza,41.888243,-87.63638999999999,19939.0,16865.0,3074.0,0.15417021916846382,0.12306125346782058,0.12256119042817376,-0.0005000630396468225,0.035547182136449876,0.036334238016023826,0.0007870558795739502,-0.04355681332056366,-0.04321682777453334,0.00033998554603031916,-0.013523902927543213,-0.013436677318725474,8.722560881773908e-05,0.024842316309216572,0.024070303236988277,-0.0007720130722282947
Peoria St & Jackson Blvd,41.87764159627531,-87.64961779117584,12876.0,10115.0,2761.0,0.21442994718856787,0.12306125346782058,0.12393247210499124,0.0008712186371706565,0.035547182136449876,0.03577932825262414,0.00023214611617426717,-0.04355681332056366,-0.043783939030656804,-0.00022712571009314564,-0.013523902927543213,-0.013677249095065,-0.00015334616752178676,0.024842316309216572,0.024882350002116194,4.003369289962144e-05
Rush St & Cedar St,41.90230870122,-87.627690528,14224.0,9762.0,4462.0,0.31369516310461193,0.12306125346782058,0.12394707613205341,0.0008858226642328298,0.035547182136449876,0.03613735343099696,0.0005901712945470816,-0.04355681332056366,-0.04398157309170969,-0.0004247597711460327,-0.013523902927543213,-0.013569528359402026,-4.5625431858813126e-05,0.024842316309216572,0.025564614381422712,0.0007222980722061401
Rush St & Superior St,41.89576474564,-87.6259080327,12780.0,9518.0,3262.0,0.25524256651017213,0.12306125346782058,0.12412369186411472,0.0010624383962941353,0.035547182136449876,0.035844970104272345,0.00029778796782246875,-0.04355681332056366,-0.04392646158639385,-0.0003696482658301914,-0.013523902927543213,-0.013641161414030871,-0.00011725848648765774,0.024842316309216572,0.025013885220855014,0.00017156891163844223
Sedgwick St & Huron St,41.894666,-87.638437,12933.0,10193.0,2740.0,0.21186113044150623,0.12306125346782058,0.12358527363023719,0.000524020162416608,0.035547182136449876,0.03570604115045155,0.00015885901400167213,-0.04355681332056366,-0.044049245375257784,-0.0004924320546941252,-0.013523902927543213,-0.013275175058429192,0.000248727869114021,0.024842316309216572,0.02509012449393433,0.0002478081847177571
Shedd Aquarium,41.86722596201104,-87.61535540410257,19506.0,11191.0,8315.0,0.4262790936122219,0.12306125346782058,0.11965437479066215,-0.0034068786771584286,0.035547182136449876,0.030016556364302338,-0.005530625772147538,-0.04355681332056366,-0.04234199324023519,0.0012148200803284714,-0.013523902927543213,-0.013301942299456554,0.00022196062808665928,0.024842316309216572,0.026624895260280557,0.0017825789510639845
St. Clair St & Erie St,41.89434700980045,-87.62280048612229,19661.0,15631.0,4030.0,0.20497431463302987,0.12306125346782058,0.12373061216924741,0.0006693587014268282,0.035547182136449876,0.03578521469039629,0.00023803255394641565,-0.04355681332056366,-0.04386067691144935,-0.00030386359088568904,-0.013523902927543213,-0.01352296291312477,9.400144184434911e-07,0.024842316309216572,0.02438904995890684,-0.0004532663503097334
State St & Chicago Ave,41.896617200407526,-87.62857854366302,26150.0,19184.0,6966.0,0.2663862332695985,0.12306125346782058,0.12539786372848155,0.002336610260660968,0.035547182136449876,0.0362238180094924,0.000676635873042522,-0.04355681332056366,-0.0443932157201018,-0.0008364023995381387,-0.013523902927543213,-0.013770085764253481,-0.0002461828367102681,0.024842316309216572,0.0253204228355563,0.0004781065263397277
State St & Kinzie St,41.8893754597427,-87.62707652193124,13379.0,10238.0,3141.0,0.23477090963450184,0.12306125346782058,0.12371788176960594,0.000656628301785353,0.035547182136449876,0.03593130222934782,0.000384120092897941,-0.04355681332056366,-0.043687294344138816,-0.00013048102357515745,-0.013523902927543213,-0.013651758985775343,-0.00012785605823213003,0.024842316309216572,0.024852502636115936,1.0186326899364051e-05
State St & Randolph St,41.88462107257936,-87.62783423066139,12469.0,8847.0,3622.0,0.2904803913705991,0.12306125346782058,0.12433699204066989,0.0012757385728493081,0.035547182136449876,0.035934968781143814,0.0003877866446939382,-0.04355681332056366,-0.04395921876992531,-0.00040240544936165357,-0.013523902927543213,-0.013707837299427584,-0.0001839343718843707,0.024842316309216572,0.025090545333954828,0.0002482290247382557
Streeter Dr & Grand Ave,41.892278002970286,-87.61204300164603,29925.0,17854.0,12071.0,0.403375104427736,0.12306125346782058,0.12024630387331148,-0.0028149495945091058,0.035547182136449876,0.0349896191080841,-0.000557563028365779,-0.04355681332056366,-0.0427523362111476,0.0008044771094160574,-0.013523902927543213,-0.013265275287323033,0.0002586276402201798,0.024842316309216572,0.02271700912503627,-0.002125307184180303
Wabash Ave & 9th St,41.870769,-87.625734,12829.0,9254.0,3575.0,0.27866552342349366,0.12306125346782058,0.12410486548857304,0.0010436120207524546,0.035547182136449876,0.035884284682007245,0.00033710254555736896,-0.04355681332056366,-0.04392746680322096,-0.0003706534826573016,-0.013523902927543213,-0.013622449321212253,-9.854639366903978e-05,0.024842316309216572,0.025046702287769562,0.00020438597855299
Wabash Ave & Grand Ave,41.891466,-87.62676099999999,21988.0,15575.0,6413.0,0.29165908677460434,0.12306125346782058,0.1254193149088069,0.0023580614409863115,0.035547182136449876,0.03621641107511368,0.0006692289386638073,-0.04355681332056366,-0.04449801695853134,-0.0009412036379676803,-0.013523902927543213,-0.01375473856439978,-0.00023083563685656616,0.024842316309216572,0.025426038582669064,0.0005837222734524916
Wabash Ave & Roosevelt Rd,41.867227,-87.625961,17822.0,12698.0,5124.0,0.2875098193244305,0.12306125346782058,0.1243680683937531,0.0013068149259325146,0.035547182136449876,0.03609656493931043,0.0005493828028605569,-0.04355681332056366,-0.04400865513320962,-0.0004518418126459589,-0.013523902927543213,-0.013676471329013382,-0.00015256840147016837,0.024842316309216572,0.024936083113027363,9.376680381079083e-05
Wells St & Concord Ln,41.912133,-87.634656,27535.0,18316.0,9219.0,0.3348102415108044,0.12306125346782058,0.12681437554551883,0.0037531220776982482,0.035547182136449876,0.03698991030775804,0.0014427281713081663,-0.04355681332056366,-0.04520948739006264,-0.0016526740694989828,-0.013523902927543213,-0.013699626808780396,-0.00017572388123718308,0.024842316309216572,0.02564087717429875,0.0007985608650821763
